if found, contact efe@unc.edu
Firmware updated: 2022/05/15
OpenOBS SN:9

time,millis,R0,gain,temp
1659487016,5,5,0,10.25
1659487016,11,5,0,
1659487016,16,3,0,
1659487016,21,2,0,
1659487016,26,3,0,
1659487016,30,4,0,
1659487016,35,3,0,
1659487016,41,2,0,
1659487016,46,2,0,
1659487016,51,2,0,
1659487016,56,5,0,
1659487016,61,5,0,
1659487016,66,3,0,
1659487016,71,3,0,
1659487016,76,1,0,
1659487016,82,3,0,
1659487016,87,3,0,
1659487016,92,3,0,
1659487016,96,4,0,
1659487016,101,3,0,
1659487016,107,2,0,
1659487016,112,6,0,
1659487016,117,2,0,
1659487016,122,3,0,
1659487016,128,2,0,
1659487016,133,4,0,
1659487016,138,2,0,
1659487016,143,3,0,
1659487016,148,3,0,
1659487016,153,0,0,
1659487016,158,3,0,
1659487016,163,3,0,
1659487016,169,3,0,
1659487016,174,2,0,
1659487016,179,1,0,
1659487016,184,3,0,
1659487016,189,4,0,
1659487016,194,2,0,
1659487016,199,3,0,
1659487016,204,-1,0,
1659487016,210,5,0,
1659487016,215,4,0,
1659487016,220,4,0,
1659487016,225,3,0,
1659487016,231,4,0,
1659487016,236,3,0,
1659487016,241,3,0,
1659487016,246,4,0,
1659487016,252,2,0,
1659487016,257,0,0,
1659487016,262,4,0,
1659487016,267,5,0,
1659487016,272,4,0,
1659487016,277,1,0,
1659487016,282,3,0,
1659487016,287,5,0,
1659487016,292,3,0,
1659487016,298,1,0,
1659487016,303,0,0,
1659487016,308,1,0,
1659487016,313,2,0,
1659487016,318,7,0,
1659487016,323,3,0,
1659487016,328,3,0,
1659487016,333,3,0,
1659487016,339,5,0,
1659487016,344,4,0,
1659487016,349,2,0,
1659487016,354,4,0,
1659487016,360,10,0,
1659487016,365,3,0,
1659487016,370,1,0,
1659487016,375,4,0,
1659487016,381,2,0,
1659487016,386,3,0,
1659487016,391,1,0,
1659487016,396,4,0,
1659487016,401,4,0,
1659487016,406,4,0,
1659487016,411,5,0,
1659487016,416,3,0,
1659487016,421,3,0,
1659487016,427,3,0,
1659487016,432,2,0,
1659487016,437,1,0,
1659487016,442,4,0,
1659487016,447,2,0,
1659487016,452,3,0,
1659487016,457,2,0,
1659487016,462,2,0,
1659487016,468,4,0,
1659487016,473,6,0,
1659487016,478,2,0,
1659487016,483,3,0,
1659487016,488,5,0,
1659487016,493,3,0,
1659487016,498,0,0,
1659487016,503,3,0,
1659487016,509,1,0,
1659487016,514,2,0,
1659487016,521,321,1,
1659487016,526,316,1,
1659487016,531,317,1,
1659487016,536,318,1,
1659487016,541,323,1,
1659487016,546,326,1,
1659487016,553,319,1,
1659487016,558,316,1,
1659487016,563,312,1,
1659487016,568,306,1,
1659487016,573,308,1,
1659487016,578,312,1,
1659487016,583,307,1,
1659487016,589,309,1,
1659487016,595,313,1,
1659487016,600,318,1,
1659487016,606,342,1,
1659487016,611,322,1,
1659487016,616,320,1,
1659487016,621,323,1,
1659487016,626,328,1,
1659487016,631,331,1,
1659487016,638,347,1,
1659487016,643,327,1,
1659487016,648,324,1,
1659487016,653,315,1,
1659487016,658,319,1,
1659487016,663,330,1,
1659487016,668,334,1,
1659487016,674,332,1,
1659487016,680,328,1,
1659487016,685,327,1,
1659487016,690,329,1,
1659487016,695,327,1,
1659487016,700,328,1,
1659487016,705,326,1,
1659487016,711,322,1,
1659487016,716,322,1,
1659487016,723,322,1,
1659487016,728,317,1,
1659487016,733,318,1,
1659487016,738,325,1,
1659487016,743,319,1,
1659487016,748,323,1,
1659487016,753,326,1,
1659487016,759,327,1,
1659487016,765,323,1,
1659487016,770,321,1,
1659487016,775,328,1,
1659487016,780,322,1,
1659487016,785,323,1,
1659487016,790,321,1,
1659487016,796,321,1,
1659487016,801,319,1,
1659487016,807,319,1,
1659487016,812,320,1,
1659487016,817,321,1,
1659487016,822,326,1,
1659487016,827,322,1,
1659487016,832,324,1,
1659487016,838,325,1,
1659487016,843,321,1,
1659487016,850,319,1,
1659487016,855,321,1,
1659487016,860,320,1,
1659487016,865,320,1,
1659487016,870,319,1,
1659487016,875,321,1,
1659487016,880,323,1,
1659487016,886,319,1,
1659487016,892,322,1,
1659487016,897,324,1,
1659487017,902,323,1,
1659487017,907,324,1,
1659487017,912,323,1,
1659487017,917,320,1,
1659487017,923,322,1,
1659487017,928,323,1,
1659487017,933,319,1,
1659487017,939,326,1,
1659487017,944,329,1,
1659487017,949,324,1,
1659487017,954,325,1,
1659487017,960,322,1,
1659487017,965,326,1,
1659487017,971,332,1,
1659487017,976,333,1,
1659487017,982,354,1,
1659487017,987,322,1,
1659487017,992,327,1,
1659487017,997,328,1,
1659487017,1002,325,1,
1659487017,1008,327,1,
1659487017,1013,325,1,
1659487017,1018,328,1,
1659487017,1024,323,1,
1659487017,1029,324,1,
1659487017,1035,324,1,
1659487017,1040,328,1,
1659487017,1045,329,1,
1659487017,1052,324,1,
1659487017,1057,328,1,
1659487017,1063,340,1,
1659487017,1068,336,1,
1659487017,1074,334,1,
1659487017,1079,340,1,
1659487017,1085,328,1,
1659487017,1090,326,1,
1659487017,1095,326,1,
1659487017,1100,346,1,
1659487017,1106,333,1,
1659487017,1112,323,1,
1659487017,1117,322,1,
1659487017,1122,326,1,
1659487017,1127,317,1,
1659487017,1133,316,1,
1659487017,1138,315,1,
1659487017,1143,311,1,
1659487017,1149,308,1,
1659487017,1154,310,1,
1659487017,1160,316,1,
1659487017,1165,317,1,
1659487017,1170,325,1,
1659487017,1175,318,1,
1659487017,1180,315,1,
1659487017,1186,321,1,
1659487017,1192,321,1,
1659487017,1198,322,1,
1659487017,1203,326,1,
1659487017,1208,320,1,
1659487017,1213,321,1,
1659487017,1219,326,1,
1659487017,1224,326,1,
1659487017,1229,327,1,
1659487017,1235,332,1,
1659487017,1240,321,1,
1659487017,1246,322,1,
1659487017,1251,319,1,
1659487017,1256,321,1,
1659487017,1261,324,1,
1659487017,1266,322,1,
1659487017,1272,321,1,
1659487017,1278,322,1,
