if found, contact efe@unc.edu
Firmware updated: 2022/05/15
OpenOBS SN:30

time,millis,R0,gain,temp
1660004788,4,2,0,8.50
1660004788,11,2,0,
1660004788,16,4,0,
1660004788,21,3,0,
1660004788,26,3,0,
1660004788,31,3,0,
1660004788,36,3,0,
1660004788,41,2,0,
1660004789,46,2,0,
1660004789,52,2,0,
1660004789,57,3,0,
1660004789,62,2,0,
1660004789,66,1,0,
1660004789,71,2,0,
1660004789,76,3,0,
1660004789,81,1,0,
1660004789,86,3,0,
1660004789,91,2,0,
1660004789,97,3,0,
1660004789,102,3,0,
1660004789,108,0,0,
1660004789,113,2,0,
1660004789,118,2,0,
1660004789,123,3,0,
1660004789,128,3,0,
1660004789,133,4,0,
1660004789,139,3,0,
1660004789,144,3,0,
1660004789,149,3,0,
1660004789,154,4,0,
1660004789,159,3,0,
1660004789,164,3,0,
1660004789,169,3,0,
1660004789,174,3,0,
1660004789,180,4,0,
1660004789,185,2,0,
1660004789,190,2,0,
1660004789,195,3,0,
1660004789,200,2,0,
1660004789,205,3,0,
1660004789,210,4,0,
1660004789,215,2,0,
1660004789,220,4,0,
1660004789,226,4,0,
1660004789,231,2,0,
1660004789,236,3,0,
1660004789,241,2,0,
1660004789,246,3,0,
1660004789,251,4,0,
1660004789,256,5,0,
1660004789,261,3,0,
1660004789,267,2,0,
1660004789,272,1,0,
1660004789,277,2,0,
1660004789,282,3,0,
1660004789,287,2,0,
1660004789,292,2,0,
1660004789,297,2,0,
1660004789,302,4,0,
1660004789,308,2,0,
1660004789,313,3,0,
1660004789,318,4,0,
1660004789,323,3,0,
1660004789,328,2,0,
1660004789,333,4,0,
1660004789,338,2,0,
1660004789,343,3,0,
1660004789,348,2,0,
1660004789,354,3,0,
1660004789,360,0,0,
1660004789,365,1,0,
1660004789,370,4,0,
1660004789,375,1,0,
1660004789,380,2,0,
1660004789,385,5,0,
1660004789,390,3,0,
1660004789,396,4,0,
1660004789,401,2,0,
1660004789,406,2,0,
1660004789,411,3,0,
1660004789,416,1,0,
