if found, contact efe@unc.edu
Firmware updated: 2022/05/15
OpenOBS SN:30

time,millis,R0,gain,temp
1660523188,4,3,0,6.00
1660523188,10,2,0,
1660523188,15,3,0,
1660523188,20,2,0,
1660523188,25,2,0,
1660523189,30,3,0,
1660523189,36,3,0,
1660523189,41,2,0,
1660523189,46,3,0,
1660523189,50,3,0,
1660523189,55,3,0,
1660523189,60,3,0,
1660523189,65,3,0,
1660523189,70,3,0,
1660523189,76,2,0,
1660523189,81,2,0,
1660523189,86,2,0,
1660523189,91,3,0,
1660523189,96,2,0,
1660523189,101,3,0,
1660523189,106,2,0,
1660523189,111,3,0,
1660523189,116,2,0,
1660523189,122,2,0,
1660523189,127,3,0,
1660523189,132,2,0,
1660523189,137,3,0,
1660523189,142,3,0,
1660523189,147,3,0,
1660523189,152,4,0,
1660523189,157,2,0,
1660523189,163,2,0,
1660523189,168,3,0,
1660523189,173,2,0,
1660523189,178,3,0,
1660523189,183,2,0,
1660523189,188,2,0,
1660523189,193,2,0,
1660523189,198,3,0,
1660523189,204,2,0,
1660523189,209,3,0,
1660523189,214,2,0,
1660523189,219,1,0,
1660523189,224,2,0,
1660523189,229,3,0,
1660523189,235,3,0,
1660523189,240,2,0,
1660523189,246,2,0,
1660523189,251,2,0,
1660523189,256,5,0,
1660523189,261,3,0,
1660523189,266,2,0,
1660523189,271,3,0,
1660523189,276,3,0,
1660523189,281,3,0,
1660523189,286,3,0,
1660523189,292,1,0,
1660523189,297,1,0,
1660523189,302,3,0,
1660523189,307,4,0,
1660523189,312,2,0,
1660523189,317,3,0,
1660523189,322,3,0,
1660523189,327,3,0,
1660523189,333,3,0,
1660523189,338,3,0,
1660523189,343,2,0,
1660523189,348,2,0,
1660523189,353,1,0,
1660523189,359,3,0,
1660523189,364,2,0,
1660523189,369,4,0,
1660523189,375,3,0,
1660523189,380,3,0,
1660523189,385,3,0,
1660523189,390,3,0,
1660523189,395,3,0,
1660523189,400,2,0,
1660523189,405,2,0,
