If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676851946,17,2968
1676852846,16,2973
1676853746,16,2970
1676854646,16,2970
1676855546,18,2971
1676856446,17,2973
1676857346,16,2972
1676858246,17,2972
1676859146,17,2971
1676860046,17,2972
1676860946,17,2972
1676861846,17,2972
1676862746,17,2965
1676863646,18,2998
1676864546,17,2970
1676865446,17,2986
1676866346,16,2980
1676867246,17,2976
1676868146,18,2970
1676869046,17,2976
1676869946,17,2972
1676870846,16,2971
1676871746,18,2977
1676872646,16,2982
1676873546,17,2968
1676874446,16,2975
1676875346,17,2967
1676876246,17,2955
1676877146,17,2962
1676878046,17,2971
1676878946,16,2965
1676879846,17,2966
1676880746,17,2967
1676881646,17,2973
1676882546,18,2970
1676883446,18,2968
1676884346,19,2965
1676885246,22,2962
1676886146,23,2972
1676887046,26,2965
1676887946,26,2970
1676888846,28,2965
1676889746,30,2979
1676890646,32,2974
1676891546,31,2990
1676892446,28,2964
1676893346,32,3279
1676894246,35,2970
1676895146,34,2965
1676896046,33,2976
1676896946,36,2969
1676897846,39,2964
1676898746,38,2965
1676899646,36,2964
1676900546,40,2974
1676901446,38,2966
1676902346,38,2965
1676903246,37,2974
1676904146,36,2966
1676905046,34,2963
1676905946,31,2970
1676906846,26,2968
1676907746,25,2968
1676908646,26,2971
1676909546,23,2969
1676910446,22,2975
1676911346,21,2974
1676912246,21,2974
1676913146,19,2972
1676914046,18,2971
1676914946,17,2980
1676915846,17,2978
1676916746,17,2978
1676917646,17,2973
1676918546,17,2973
1676919446,17,2972
1676920346,16,2972
1676921246,18,2963
1676922146,16,2985
1676923046,16,2972
1676923946,16,2965
1676924846,16,2965
1676925746,17,2976
1676926646,17,3000
1676927546,18,2973
1676928446,17,2969
1676929346,18,2973
1676930246,17,2966
1676931146,17,2968
1676932046,17,2969
1676932946,17,2992
1676933846,17,2975
1676934746,17,2972
1676935646,17,2977
1676936546,16,2975
1676937446,17,2979
