If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1677024746,17,2935
1677025646,18,2908
1677026546,16,2926
1677027446,17,2925
1677028346,17,2923
1677029246,17,2929
1677030146,16,2923
1677031046,17,2923
1677031946,17,2913
1677032846,17,2921
1677033746,17,2910
1677034646,16,2919
1677035546,16,2915
1677036446,17,2906
1677037346,17,2912
1677038246,17,2923
1677039146,17,2909
1677040046,17,2917
1677040946,17,2917
1677041846,16,2915
1677042746,17,2906
1677043646,17,2936
1677044546,17,2917
1677045446,17,2916
1677046346,16,2918
1677047246,17,2918
1677048146,17,2910
1677049046,17,2914
1677049946,16,2915
1677050846,17,2925
1677051746,16,2916
1677052646,17,2918
1677053546,17,2913
1677054446,17,2921
1677055346,17,2909
1677056246,18,2918
1677057146,19,2917
1677058046,20,2921
1677058946,21,2916
1677059846,20,2914
1677060746,22,2915
1677061646,23,2912
1677062546,24,2924
1677063446,27,2911
1677064346,28,2914
1677065246,27,2934
1677066146,30,2912
1677067046,32,2905
1677067946,31,2911
1677068846,29,2913
1677069746,31,2920
1677070646,32,2910
1677071546,37,2931
1677072446,35,2913
1677073346,33,2910
1677074246,36,2915
1677075146,40,2907
1677076046,36,2915
1677076946,35,2919
1677077846,32,2909
1677078746,31,2924
1677079646,30,2918
1677080546,29,2912
1677081446,26,2906
1677082346,25,2901
1677083246,22,2911
1677084146,20,2980
1677085046,20,2913
1677085946,19,2901
1677086846,18,2911
1677087746,18,2918
1677088646,17,2910
1677089546,17,2905
1677090446,16,2912
1677091346,16,2917
1677092246,16,2908
1677093146,17,2940
1677094046,16,2909
1677094946,17,2929
1677095846,17,2919
1677096746,17,2907
1677097646,17,2921
1677098546,17,2907
1677099446,17,2920
1677100346,18,2926
1677101246,17,2988
1677102146,17,2928
1677103046,17,2924
1677103946,17,3046
1677104846,16,2946
1677105746,17,2916
1677106646,17,2905
1677107546,18,3050
1677108446,17,2930
1677109346,16,2966
1677110246,16,3028
