If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674605546,17,2952
1674606446,17,2953
1674607346,17,2958
1674608246,17,2953
1674609146,17,2950
1674610046,16,2952
1674610946,17,2955
1674611846,17,2954
1674612746,17,2959
1674613646,17,2949
1674614546,16,2962
1674615446,17,2953
1674616346,17,2949
1674617246,17,2950
1674618146,16,2941
1674619046,17,2956
1674619946,17,2954
1674620846,17,2950
1674621746,17,2950
1674622646,17,2964
1674623546,17,2950
1674624446,17,2949
1674625346,16,2956
1674626246,17,2958
1674627146,17,2952
1674628046,17,2953
1674628946,17,2956
1674629846,18,2948
1674630746,17,2957
1674631646,16,2957
1674632546,17,2956
1674633446,17,2955
1674634346,17,2955
1674635246,17,2956
1674636146,17,2950
1674637046,16,2951
1674637946,18,2962
1674638846,18,2952
1674639746,18,2953
1674640646,20,2961
1674641546,21,2959
1674642446,22,2951
1674643346,24,2955
1674644246,27,2951
1674645146,30,2956
1674646046,33,2955
1674646946,36,2959
1674647846,35,2952
1674648746,37,2951
1674649646,40,2954
1674650546,40,2951
1674651446,39,2942
1674652346,35,2954
1674653246,33,2948
1674654146,35,2955
1674655046,37,2949
1674655946,36,2964
1674656846,36,2960
1674657746,32,2963
1674658646,29,2953
1674659546,25,2953
1674660446,23,2954
1674661346,20,2949
1674662246,20,2957
1674663146,18,2950
1674664046,18,2951
1674664946,18,2948
1674665846,18,2953
1674666746,17,2957
1674667646,17,2948
1674668546,16,2953
1674669446,17,2955
1674670346,17,2957
1674671246,16,2949
1674672146,17,2950
1674673046,17,2948
1674673946,17,2943
1674674846,16,2959
1674675746,16,2962
1674676646,16,2954
1674677546,17,2950
1674678446,16,2952
1674679346,17,2955
1674680246,17,2951
1674681146,17,2955
1674682046,17,2951
1674682946,18,2950
1674683846,17,2948
1674684746,17,2946
1674685646,17,2952
1674686546,17,2943
1674687446,18,2946
1674688346,17,2958
1674689246,17,2980
1674690146,17,2951
1674691046,17,2951
