If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674691946,17,2947
1674692846,17,2955
1674693746,17,2953
1674694646,17,2949
1674695546,18,2953
1674696446,17,2952
1674697346,17,2957
1674698246,17,2948
1674699146,17,2955
1674700046,18,2956
1674700946,17,2954
1674701846,18,2954
1674702746,17,2945
1674703646,17,2949
1674704546,17,2948
1674705446,17,2950
1674706346,17,2948
1674707246,16,2950
1674708146,17,2953
1674709046,17,2953
1674709946,16,2953
1674710846,16,2948
1674711746,17,2953
1674712646,17,2950
1674713546,17,2950
1674714446,17,2949
1674715346,17,2939
1674716246,18,2956
1674717146,17,2955
1674718046,18,2940
1674718946,18,2945
1674719846,17,2948
1674720746,16,2946
1674721646,17,2945
1674722546,16,2946
1674723446,17,2947
1674724346,17,2955
1674725246,18,2946
1674726146,19,2950
1674727046,18,2955
1674727946,17,2945
1674728846,17,2950
1674729746,19,2947
1674730646,19,2948
1674731546,21,2954
1674732446,24,2950
1674733346,23,2949
1674734246,24,2955
1674735146,26,2946
1674736046,24,2946
1674736946,24,2941
1674737846,24,2947
1674738746,23,2944
1674739646,25,2953
1674740546,24,2948
1674741446,24,2951
1674742346,23,2953
1674743246,24,2947
1674744146,23,2952
1674745046,22,2946
1674745946,21,2953
1674746846,21,2948
1674747746,20,2955
1674748646,19,2945
1674749546,19,2955
1674750446,18,2951
1674751346,17,2954
1674752246,17,2947
1674753146,17,2945
1674754046,17,2945
1674754946,17,2949
1674755846,17,2948
1674756746,16,2944
1674757646,17,2947
1674758546,17,2950
1674759446,16,2949
1674760346,17,2949
1674761246,17,2947
1674762146,17,2946
1674763046,17,2948
1674763946,17,2948
1674764846,17,2944
1674765746,17,2943
1674766646,17,2944
1674767546,16,2945
1674768446,17,2947
1674769346,16,2947
1674770246,17,2953
1674771146,16,2951
1674772046,17,2946
1674772946,17,2945
1674773846,17,2948
1674774746,16,2945
1674775646,17,2958
1674776546,17,2946
1674777446,17,2951
