If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675815146,17,2899
1675816046,16,2896
1675816946,17,2904
1675817846,17,2909
1675818746,17,2908
1675819646,17,2895
1675820546,17,2899
1675821446,17,2899
1675822346,17,2897
1675823246,16,2904
1675824146,17,2940
1675825046,17,2900
1675825946,17,2904
1675826846,16,2903
1675827746,17,2918
1675828646,16,2897
1675829546,16,2902
1675830446,16,2902
1675831346,17,2910
1675832246,17,2896
1675833146,16,3082
1675834046,17,2907
1675834946,17,2896
1675835846,16,2900
1675836746,17,2903
1675837646,16,2898
1675838546,17,2896
1675839446,16,2936
1675840346,17,2905
1675841246,17,2900
1675842146,16,2900
1675843046,17,2896
1675843946,16,2912
1675844846,17,2905
1675845746,17,2898
1675846646,17,2897
1675847546,17,2901
1675848446,18,2946
1675849346,18,2908
1675850246,19,2906
1675851146,19,2909
1675852046,20,2903
1675852946,20,2907
1675853846,21,2907
1675854746,20,3043
1675855646,22,3019
1675856546,23,2916
1675857446,24,2912
1675858346,25,2900
1675859246,26,2911
1675860146,26,2904
1675861046,29,2944
1675861946,30,2907
1675862846,33,2907
1675863746,32,2904
1675864646,29,2906
1675865546,26,2917
1675866446,29,2915
1675867346,33,2901
1675868246,29,2905
1675869146,28,2950
1675870046,25,2903
1675870946,24,2918
1675871846,21,2911
1675872746,20,2899
1675873646,20,2907
1675874546,19,2913
1675875446,17,2912
1675876346,17,2903
1675877246,17,2923
1675878146,16,2902
1675879046,17,2924
1675879946,18,2895
1675880846,16,2901
1675881746,17,2911
1675882646,17,2901
1675883546,16,2920
1675884446,16,2910
1675885346,17,2910
1675886246,16,2908
1675887146,16,2902
1675888046,16,2916
1675888946,17,2905
1675889846,17,2918
1675890746,16,2917
1675891646,16,2901
1675892546,17,2919
1675893446,16,2900
1675894346,17,2915
1675895246,17,2904
1675896146,16,2952
1675897046,16,2905
1675897946,17,2976
1675898846,17,2906
1675899746,16,2916
1675900646,17,2935
