If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675123946,16,2958
1675124846,17,2954
1675125746,16,2958
1675126646,16,2951
1675127546,17,2950
1675128446,17,2955
1675129346,16,2951
1675130246,16,2957
1675131146,17,2953
1675132046,17,2958
1675132946,17,2955
1675133846,17,2947
1675134746,16,2957
1675135646,17,2954
1675136546,17,2952
1675137446,16,2967
1675138346,17,2949
1675139246,16,2948
1675140146,17,2954
1675141046,17,2954
1675141946,17,2954
1675142846,17,2957
1675143746,17,2952
1675144646,16,2953
1675145546,17,2963
1675146446,17,2961
1675147346,16,2952
1675148246,17,2961
1675149146,16,2950
1675150046,17,2954
1675150946,17,2952
1675151846,17,2952
1675152746,16,2953
1675153646,16,2959
1675154546,17,2956
1675155446,16,2954
1675156346,16,2961
1675157246,17,2948
1675158146,18,2957
1675159046,18,2944
1675159946,18,2951
1675160846,20,2949
1675161746,21,2952
1675162646,22,2951
1675163546,23,2977
1675164446,25,2949
1675165346,30,2951
1675166246,29,2956
1675167146,27,2948
1675168046,27,2959
1675168946,31,2948
1675169846,31,2954
1675170746,30,2946
1675171646,28,2951
1675172546,27,2949
1675173446,28,2951
1675174346,26,2954
1675175246,26,2946
1675176146,24,2947
1675177046,23,2949
1675177946,22,2949
1675178846,21,2957
1675179746,21,2945
1675180646,20,2953
1675181546,19,2954
1675182446,19,2951
1675183346,18,2949
1675184246,18,2947
1675185146,17,2945
1675186046,16,2946
1675186946,17,2951
1675187846,16,2951
1675188746,16,2948
1675189646,16,2947
1675190546,16,2942
1675191446,16,2942
1675192346,17,2934
1675193246,16,2943
1675194146,18,2943
1675195046,16,2947
1675195946,17,2943
1675196846,16,2935
1675197746,17,2940
1675198646,16,2958
1675199546,16,2943
1675200446,17,2948
1675201346,17,2947
1675202246,17,2946
1675203146,17,2941
1675204046,16,2949
1675204946,17,2942
1675205846,16,2947
1675206746,16,2944
1675207646,17,2940
1675208546,17,2940
1675209446,17,2946
