If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674864746,16,2948
1674865646,18,2971
1674866546,17,2948
1674867446,17,2946
1674868346,17,2939
1674869246,17,2943
1674870146,17,2946
1674871046,17,2947
1674871946,17,2953
1674872846,16,2947
1674873746,16,2953
1674874646,16,2955
1674875546,17,2947
1674876446,17,2947
1674877346,16,2954
1674878246,17,2949
1674879146,17,2953
1674880046,16,2953
1674880946,17,2952
1674881846,17,2948
1674882746,17,2943
1674883646,16,2945
1674884546,17,2958
1674885446,16,2947
1674886346,16,2945
1674887246,17,2951
1674888146,16,2947
1674889046,17,2951
1674889946,17,2950
1674890846,17,2959
1674891746,17,2951
1674892646,17,2940
1674893546,17,2947
1674894446,17,2958
1674895346,16,2951
1674896246,17,2948
1674897146,17,2952
1674898046,17,2947
1674898946,17,2954
1674899846,17,2951
1674900746,18,2941
1674901646,19,2952
1674902546,20,2954
1674903446,20,2943
1674904346,22,2952
1674905246,22,2948
1674906146,23,2949
1674907046,23,2955
1674907946,25,2953
1674908846,27,2941
1674909746,26,2944
1674910646,26,2947
1674911546,25,2951
1674912446,24,2949
1674913346,25,2951
1674914246,24,2945
1674915146,23,2947
1674916046,23,2950
1674916946,23,2944
1674917846,23,2948
1674918746,21,2947
1674919646,20,2947
1674920546,20,2951
1674921446,19,2952
1674922346,18,2948
1674923246,17,2950
1674924146,17,2941
1674925046,17,2949
1674925946,17,2945
1674926846,16,2958
1674927746,17,2954
1674928646,16,2952
1674929546,16,2948
1674930446,16,2951
1674931346,17,2953
1674932246,16,2948
1674933146,17,2959
1674934046,16,2946
1674934946,17,2950
1674935846,17,2953
1674936746,17,2954
1674937646,17,2946
1674938546,17,2942
1674939446,17,2951
1674940346,17,2956
1674941246,18,2952
1674942146,16,2943
1674943046,16,2945
1674943946,16,2948
1674944846,17,2955
1674945746,17,2952
1674946646,16,2946
1674947546,18,2951
1674948446,16,2949
1674949346,17,2948
1674950246,17,2952
