If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675210346,16,2943
1675211246,16,2940
1675212146,16,2938
1675213046,17,2950
1675213946,17,2945
1675214846,16,2936
1675215746,17,2939
1675216646,16,2940
1675217546,17,2937
1675218446,17,2941
1675219346,17,2945
1675220246,16,2947
1675221146,16,2945
1675222046,17,2937
1675222946,17,2944
1675223846,17,2941
1675224746,17,2946
1675225646,17,2935
1675226546,17,2957
1675227446,17,2938
1675228346,16,2941
1675229246,16,2944
1675230146,16,2946
1675231046,17,2947
1675231946,16,2943
1675232846,17,2939
1675233746,16,2961
1675234646,17,2938
1675235546,16,2943
1675236446,16,2938
1675237346,17,2940
1675238246,17,2940
1675239146,17,2945
1675240046,17,2950
1675240946,16,2950
1675241846,16,2949
1675242746,16,2960
1675243646,18,2938
1675244546,17,2935
1675245446,18,2935
1675246346,19,2944
1675247246,19,2940
1675248146,20,2929
1675249046,21,2937
1675249946,22,2930
1675250846,22,2924
1675251746,24,2921
1675252646,25,2919
1675253546,23,2924
1675254446,24,2918
1675255346,25,2919
1675256246,26,2925
1675257146,27,2915
1675258046,26,2922
1675258946,26,2940
1675259846,25,2914
1675260746,25,2917
1675261646,25,2961
1675262546,24,2920
1675263446,23,2910
1675264346,22,2909
1675265246,20,2914
1675266146,20,2922
1675267046,19,2910
1675267946,18,2946
1675268846,18,2912
1675269746,17,2913
1675270646,17,2911
1675271546,17,2910
1675272446,16,2917
1675273346,17,2916
1675274246,16,2947
1675275146,16,2909
1675276046,16,2910
1675276946,16,2927
1675277846,16,2913
1675278746,17,2931
1675279646,17,2922
1675280546,17,2906
1675281446,16,2904
1675282346,16,2908
1675283246,16,2912
1675284146,16,2910
1675285046,16,2909
1675285946,17,2906
1675286846,16,2909
1675287746,17,2902
1675288646,17,2912
1675289546,17,2904
1675290446,18,2906
1675291346,17,2906
1675292246,17,2909
1675293146,18,2910
1675294046,16,2905
1675294946,17,2912
1675295846,17,2906
