If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674951146,18,2952
1674952046,17,2956
1674952946,17,2954
1674953846,17,2953
1674954746,17,2953
1674955646,17,2945
1674956546,17,2948
1674957446,17,2955
1674958346,17,2946
1674959246,17,2946
1674960146,17,2950
1674961046,16,2946
1674961946,16,2953
1674962846,17,2950
1674963746,16,2951
1674964646,16,2951
1674965546,17,2950
1674966446,16,2940
1674967346,16,2953
1674968246,17,2952
1674969146,17,2945
1674970046,17,2941
1674970946,17,2955
1674971846,16,2964
1674972746,16,2949
1674973646,17,2952
1674974546,17,2946
1674975446,17,2958
1674976346,17,2951
1674977246,17,2951
1674978146,17,2955
1674979046,17,2954
1674979946,16,2952
1674980846,17,2953
1674981746,17,2962
1674982646,16,2960
1674983546,17,2963
1674984446,17,2949
1674985346,17,2958
1674986246,18,2951
1674987146,18,2953
1674988046,19,2955
1674988946,20,2952
1674989846,21,2953
1674990746,22,2946
1674991646,24,2976
1674992546,25,2956
1674993446,27,2957
1674994346,27,2959
1674995246,29,2946
1674996146,27,2952
1674997046,28,2953
1674997946,30,2950
1674998846,31,2951
1674999746,31,2953
1675000646,32,2950
1675001546,29,2949
1675002446,28,2953
1675003346,28,2950
1675004246,26,2956
1675005146,24,2950
1675006046,22,2950
1675006946,20,2953
1675007846,19,2953
1675008746,18,2944
1675009646,18,2954
1675010546,17,2960
1675011446,17,2958
1675012346,16,2945
1675013246,17,2949
1675014146,16,2948
1675015046,16,2952
1675015946,16,2950
1675016846,17,2951
1675017746,17,2953
1675018646,17,2948
1675019546,17,2951
1675020446,17,2955
1675021346,17,2949
1675022246,17,2943
1675023146,16,2953
1675024046,17,2961
1675024946,17,2959
1675025846,17,2945
1675026746,16,2956
1675027646,17,2952
1675028546,17,2948
1675029446,17,2949
1675030346,17,2947
1675031246,17,2948
1675032146,17,2950
1675033046,17,2944
1675033946,17,2952
1675034846,16,2945
1675035746,17,2956
1675036646,16,2948
