If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676506346,16,2920
1676507246,17,3146
1676508146,16,3360
1676509046,17,2908
1676509946,16,2928
1676510846,17,2971
1676511746,17,3623
1676512646,17,3027
1676513546,17,2950
1676514446,16,3279
1676515346,17,2916
1676516246,16,2993
1676517146,17,2937
1676518046,17,3014
1676518946,17,3111
1676519846,17,3325
1676520746,16,2997
1676521646,17,2985
1676522546,17,2917
1676523446,17,2906
1676524346,17,2911
1676525246,17,3447
1676526146,17,3066
1676527046,17,3137
1676527946,16,3006
1676528846,17,2911
1676529746,17,2914
1676530646,16,2976
1676531546,16,2922
1676532446,17,2943
1676533346,17,2976
1676534246,17,3174
1676535146,17,2994
1676536046,17,3933
1676536946,17,2949
1676537846,17,2909
1676538746,18,2915
1676539646,20,2912
1676540546,21,2955
1676541446,23,2902
1676542346,23,3032
1676543246,25,2899
1676544146,26,3138
1676545046,26,2915
1676545946,27,2962
1676546846,28,2910
1676547746,25,3167
1676548646,25,3241
1676549546,31,2918
1676550446,32,2919
1676551346,30,2942
1676552246,31,2947
1676553146,32,2922
1676554046,28,3324
1676554946,29,3074
1676555846,30,2918
1676556746,29,3075
1676557646,30,2949
1676558546,30,2916
1676559446,30,2909
1676560346,25,3112
1676561246,25,2930
1676562146,24,3174
1676563046,22,3121
1676563946,21,2914
1676564846,21,2909
1676565746,20,3027
1676566646,20,3458
1676567546,18,3020
1676568446,18,3007
1676569346,17,3052
1676570246,17,2920
1676571146,17,2966
1676572046,17,3498
1676572946,18,3068
1676573846,16,2994
1676574746,18,3131
1676575646,17,2928
1676576546,16,2919
1676577446,17,2977
1676578346,17,3024
1676579246,17,2933
1676580146,17,3095
1676581046,16,2936
1676581946,17,2921
1676582846,16,3023
1676583746,17,3315
1676584646,17,2936
1676585546,18,2924
1676586446,17,2930
1676587346,16,2987
1676588246,17,3641
1676589146,17,3273
1676590046,17,3067
1676590946,16,2978
1676591846,16,3413
