If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675383146,17,2909
1675384046,17,2903
1675384946,17,2908
1675385846,17,2904
1675386746,17,2901
1675387646,17,2902
1675388546,16,2915
1675389446,17,2905
1675390346,17,2895
1675391246,16,2907
1675392146,17,2905
1675393046,16,2901
1675393946,17,2914
1675394846,17,2902
1675395746,16,2915
1675396646,17,2902
1675397546,17,2899
1675398446,17,2907
1675399346,16,2903
1675400246,17,2908
1675401146,17,2900
1675402046,18,2906
1675402946,17,2906
1675403846,17,2901
1675404746,16,2907
1675405646,16,2908
1675406546,17,2900
1675407446,16,2908
1675408346,17,2913
1675409246,17,2906
1675410146,17,2902
1675411046,17,2903
1675411946,17,2908
1675412846,17,2901
1675413746,16,2909
1675414646,17,2903
1675415546,17,2902
1675416446,16,2903
1675417346,18,2907
1675418246,19,2906
1675419146,20,2910
1675420046,21,2911
1675420946,22,2901
1675421846,22,2902
1675422746,24,2902
1675423646,25,2908
1675424546,29,2903
1675425446,33,2908
1675426346,31,2901
1675427246,31,2905
1675428146,31,2906
1675429046,30,2906
1675429946,29,2904
1675430846,30,2904
1675431746,29,2901
1675432646,27,2908
1675433546,26,2905
1675434446,25,2903
1675435346,25,2901
1675436246,24,2904
1675437146,22,2901
1675438046,23,2900
1675438946,21,2904
1675439846,20,2902
1675440746,19,2899
1675441646,17,2903
1675442546,17,2905
1675443446,17,2903
1675444346,16,2906
1675445246,17,2899
1675446146,17,2907
1675447046,16,2900
1675447946,17,2904
1675448846,16,2900
1675449746,17,2901
1675450646,17,2905
1675451546,17,2898
1675452446,16,2901
1675453346,17,2897
1675454246,16,2917
1675455146,16,2905
1675456046,18,2902
1675456946,16,2904
1675457846,16,2897
1675458746,17,2907
1675459646,17,2900
1675460546,17,2953
1675461446,17,2913
1675462346,16,2926
1675463246,16,2901
1675464146,17,2901
1675465046,17,2899
1675465946,16,2899
1675466846,16,2899
1675467746,16,2901
1675468646,17,2902
