If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675555946,17,2917
1675556846,17,2910
1675557746,17,2904
1675558646,16,2913
1675559546,16,2914
1675560446,16,2907
1675561346,16,2908
1675562246,16,2909
1675563146,16,2912
1675564046,17,2915
1675564946,17,2910
1675565846,17,2912
1675566746,16,2908
1675567646,16,2905
1675568546,16,2909
1675569446,16,2908
1675570346,17,2911
1675571246,16,2893
1675572146,17,2908
1675573046,16,2900
1675573946,17,2889
1675574846,17,2943
1675575746,17,2896
1675576646,17,2898
1675577546,17,2892
1675578446,16,2895
1675579346,17,2899
1675580246,17,2899
1675581146,17,2890
1675582046,17,2909
1675582946,17,2892
1675583846,16,2899
1675584746,16,2897
1675585646,17,2895
1675586546,17,2910
1675587446,16,2896
1675588346,17,2889
1675589246,17,2897
1675590146,18,2890
1675591046,20,2892
1675591946,20,2892
1675592846,21,2892
1675593746,23,2895
1675594646,25,2909
1675595546,26,2900
1675596446,28,2901
1675597346,29,2901
1675598246,31,2901
1675599146,32,2897
1675600046,32,2899
1675600946,33,2897
1675601846,33,2897
1675602746,34,2904
1675603646,32,2893
1675604546,33,2903
1675605446,30,2899
1675606346,29,2898
1675607246,27,2910
1675608146,27,2899
1675609046,23,2900
1675609946,23,2897
1675610846,23,2904
1675611746,22,2897
1675612646,21,2900
1675613546,20,2901
1675614446,19,2896
1675615346,18,2901
1675616246,18,2910
1675617146,17,2897
1675618046,17,2903
1675618946,17,2893
1675619846,17,2900
1675620746,17,2910
1675621646,16,2891
1675622546,18,2906
1675623446,17,2900
1675624346,17,2901
1675625246,17,2897
1675626146,17,2906
1675627046,17,2900
1675627946,16,2905
1675628846,17,2902
1675629746,17,2901
1675630646,17,2906
1675631546,16,2901
1675632446,17,2912
1675633346,18,2903
1675634246,17,2900
1675635146,16,2902
1675636046,17,2911
1675636946,17,2903
1675637846,16,2909
1675638746,17,2905
1675639646,16,2906
1675640546,16,2906
1675641446,17,2906
