If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676765546,17,2962
1676766446,17,2966
1676767346,17,2958
1676768246,17,2962
1676769146,16,2977
1676770046,16,2972
1676770946,16,2965
1676771846,18,2966
1676772746,17,2964
1676773646,17,2971
1676774546,17,2967
1676775446,17,2966
1676776346,17,2970
1676777246,16,2967
1676778146,17,2965
1676779046,16,2966
1676779946,18,2977
1676780846,17,2967
1676781746,18,2966
1676782646,17,2970
1676783546,17,2969
1676784446,16,2964
1676785346,17,2968
1676786246,16,2965
1676787146,17,2970
1676788046,17,2961
1676788946,17,2977
1676789846,17,2973
1676790746,16,2970
1676791646,17,2965
1676792546,17,2968
1676793446,17,2964
1676794346,17,2969
1676795246,17,2965
1676796146,16,2970
1676797046,18,2973
1676797946,19,2972
1676798846,20,2973
1676799746,20,2977
1676800646,21,2975
1676801546,22,2970
1676802446,26,2974
1676803346,30,2970
1676804246,31,3000
1676805146,32,2968
1676806046,32,2968
1676806946,33,2963
1676807846,32,2972
1676808746,33,2980
1676809646,34,2975
1676810546,36,2963
1676811446,30,2967
1676812346,31,2976
1676813246,33,2968
1676814146,35,2974
1676815046,35,2970
1676815946,34,2972
1676816846,32,2971
1676817746,31,2966
1676818646,30,2971
1676819546,29,2969
1676820446,27,2970
1676821346,27,2973
1676822246,25,2965
1676823146,24,2972
1676824046,22,2960
1676824946,21,2966
1676825846,20,2965
1676826746,19,2974
1676827646,18,2964
1676828546,17,2964
1676829446,17,2966
1676830346,17,2971
1676831246,17,2969
1676832146,17,2969
1676833046,17,2966
1676833946,17,2979
1676834846,17,2971
1676835746,17,2968
1676836646,17,2975
1676837546,17,2969
1676838446,18,2967
1676839346,17,2965
1676840246,17,2969
1676841146,17,2975
1676842046,17,2971
1676842946,17,2960
1676843846,17,2973
1676844746,17,2968
1676845646,16,2971
1676846546,16,2979
1676847446,16,2970
1676848346,16,2970
1676849246,17,2970
1676850146,18,2965
1676851046,17,2980
