If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676419946,16,2928
1676420846,16,3190
1676421746,17,3081
1676422646,17,3075
1676423546,16,3015
1676424446,16,3051
1676425346,17,2903
1676426246,17,3153
1676427146,16,3024
1676428046,17,3647
1676428946,17,3224
1676429846,17,2972
1676430746,17,3185
1676431646,17,2976
1676432546,17,4232
1676433446,17,2954
1676434346,17,3287
1676435246,17,3174
1676436146,16,2967
1676437046,17,2907
1676437946,17,3125
1676438846,16,2900
1676439746,17,2980
1676440646,17,2903
1676441546,16,3485
1676442446,17,2905
1676443346,17,2919
1676444246,17,2987
1676445146,17,3093
1676446046,17,2951
1676446946,17,2901
1676447846,17,3438
1676448746,17,2896
1676449646,16,3161
1676450546,17,3103
1676451446,18,3290
1676452346,18,2908
1676453246,18,3066
1676454146,21,2912
1676455046,23,2911
1676455946,23,2897
1676456846,22,3704
1676457746,23,3523
1676458646,27,2902
1676459546,29,2945
1676460446,26,2946
1676461346,29,3092
1676462246,37,2934
1676463146,33,2918
1676464046,36,3012
1676464946,41,2952
1676465846,39,2961
1676466746,39,2925
1676467646,39,2933
1676468546,38,2946
1676469446,40,2903
1676470346,33,3451
1676471246,36,2973
1676472146,36,2927
1676473046,35,2909
1676473946,33,2977
1676474846,31,2910
1676475746,28,2949
1676476646,25,2914
1676477546,24,2919
1676478446,22,2931
1676479346,20,3119
1676480246,20,3021
1676481146,18,3129
1676482046,17,3031
1676482946,16,3031
1676483846,16,2967
1676484746,17,2920
1676485646,16,2907
1676486546,16,3006
1676487446,17,3311
1676488346,17,2970
1676489246,16,3017
1676490146,17,2924
1676491046,17,2935
1676491946,17,2997
1676492846,16,2934
1676493746,17,2910
1676494646,16,2913
1676495546,17,2912
1676496446,16,2981
1676497346,16,2950
1676498246,17,3023
1676499146,17,3074
1676500046,17,2908
1676500946,17,2936
1676501846,17,3134
1676502746,17,3120
1676503646,17,3257
1676504546,17,2932
1676505446,16,2981
