If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676592746,16,3397
1676593646,17,2944
1676594546,16,3212
1676595446,17,2973
1676596346,17,2936
1676597246,17,2984
1676598146,16,2933
1676599046,17,4457
1676599946,17,2941
1676600846,17,2938
1676601746,17,3738
1676602646,17,3016
1676603546,17,2950
1676604446,17,3194
1676605346,17,3126
1676606246,16,3096
1676607146,17,3309
1676608046,15,4034
1676608946,17,3207
1676609846,16,2945
1676610746,17,3046
1676611646,17,2982
1676612546,17,2984
1676613446,17,3164
1676614346,17,3041
1676615246,17,4013
1676616146,17,2942
1676617046,17,3542
1676617946,17,2948
1676618846,16,3066
1676619746,17,3051
1676620646,16,3061
1676621546,17,3007
1676622446,17,4623
1676623346,18,3104
1676624246,18,3440
1676625146,20,2992
1676626046,22,3011
1676626946,21,2964
1676627846,20,4083
1676628746,23,3310
1676629646,23,3077
1676630546,25,3074
1676631446,24,2986
1676632346,27,3028
1676633246,26,3023
1676634146,28,2968
1676635046,27,3329
1676635946,31,3094
1676636846,28,3562
1676637746,29,2966
1676638646,27,3115
1676639546,29,3146
1676640446,29,3049
1676641346,29,3038
1676642246,32,2965
1676643146,29,2964
1676644046,29,2990
1676644946,26,3048
1676645846,24,2964
1676646746,22,3941
1676647646,24,3106
1676648546,25,2981
1676649446,25,2966
1676650346,22,3015
1676651246,22,3007
1676652146,19,3033
1676653046,18,4449
1676653946,18,3208
1676654846,18,3817
1676655746,17,3013
1676656646,18,2998
1676657546,17,2985
1676658446,17,3066
1676659346,17,2976
1676660246,17,3135
1676661146,16,2973
1676662046,16,3019
1676662946,17,3005
1676663846,17,2971
1676664746,17,3028
1676665646,17,3186
1676666546,17,3011
1676667446,16,2983
1676668346,16,3192
1676669246,17,3031
1676670146,17,3048
1676671046,17,3010
1676671946,17,3231
1676672846,16,3255
1676673746,16,3255
1676674646,16,3011
1676675546,16,2985
1676676446,17,3075
1676677346,16,2973
1676678246,17,3512
