If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1677197546,18,2946
1677198446,17,2960
1677199346,17,3134
1677200246,17,2998
1677201146,17,2936
1677202046,16,2929
1677202946,17,3001
1677203846,17,2936
1677204746,17,2968
1677205646,17,2940
1677206546,16,3153
1677207446,17,2956
1677208346,17,3024
1677209246,17,2930
1677210146,16,3033
1677211046,17,2995
1677211946,17,3187
1677212846,17,2942
1677213746,16,2932
1677214646,17,3272
1677215546,17,2939
1677216446,16,3055
1677217346,17,2950
1677218246,17,2938
1677219146,17,3147
1677220046,17,2939
1677220946,17,2959
1677221846,17,3033
1677222746,17,3140
1677223646,17,2948
1677224546,17,2934
1677225446,17,2955
1677226346,17,2960
1677227246,17,3052
1677228146,18,2954
1677229046,18,2960
1677229946,18,3001
1677230846,19,2947
1677231746,19,2944
1677232646,20,2945
1677233546,20,2976
1677234446,19,3222
1677235346,19,2968
1677236246,21,3024
1677237146,21,3024
1677238046,21,2968
1677238946,24,2957
1677239846,22,3289
1677240746,28,2953
1677241646,27,2935
1677242546,26,3041
1677243446,28,2948
1677244346,27,3164
1677245246,30,2960
1677246146,31,3028
1677247046,33,3046
1677247946,25,2958
1677248846,28,2941
1677249746,25,3103
1677250646,25,2967
1677251546,26,2960
1677252446,26,2976
1677253346,25,2978
1677254246,25,3048
1677255146,24,3105
1677256046,21,3174
1677256946,21,3024
1677257846,20,2979
1677258746,19,3079
1677259646,18,3060
1677260546,17,2950
1677261446,17,2953
1677262346,17,3065
1677263246,17,3105
1677264146,16,3039
1677265046,17,2945
1677265946,17,2951
1677266846,17,2968
1677267746,17,2956
1677268646,16,2946
1677269546,17,2987
1677270446,17,3125
1677271346,17,2961
1677272246,18,2950
1677273146,17,2990
1677274046,17,2947
1677274946,16,3016
1677275846,17,2991
1677276746,17,2990
1677277646,17,3099
1677278546,16,3068
1677279446,17,3051
1677280346,17,2969
1677281246,17,2957
1677282146,17,3009
1677283046,17,2955
