If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1675901546,16,2902
1675902446,17,2943
1675903346,16,2912
1675904246,16,2913
1675905146,16,2907
1675906046,17,2915
1675906946,17,2901
1675907846,17,2914
1675908746,16,2896
1675909646,16,2905
1675910546,17,2899
1675911446,17,2897
1675912346,17,2903
1675913246,17,2911
1675914146,16,2907
1675915046,18,2907
1675915946,16,2906
1675916846,16,2903
1675917746,16,2899
1675918646,17,2904
1675919546,16,2930
1675920446,17,2899
1675921346,16,2901
1675922246,16,2901
1675923146,16,2901
1675924046,17,2899
1675924946,16,2901
1675925846,18,2906
1675926746,17,2899
1675927646,16,2908
1675928546,17,2900
1675929446,17,2896
1675930346,16,2896
1675931246,17,2900
1675932146,17,2911
1675933046,17,2895
1675933946,17,2926
1675934846,18,2918
1675935746,19,2901
1675936646,20,2901
1675937546,21,2897
1675938446,22,2894
1675939346,24,2903
1675940246,26,2898
1675941146,28,2900
1675942046,29,2903
1675942946,31,2899
1675943846,33,2895
1675944746,32,3069
1675945646,35,2907
1675946546,33,3117
1675947446,35,2909
1675948346,36,2901
1675949246,35,2918
1675950146,35,2909
1675951046,34,2908
1675951946,33,2898
1675952846,32,2944
1675953746,30,2910
1675954646,29,2898
1675955546,27,2908
1675956446,27,2914
1675957346,25,2896
1675958246,23,2899
1675959146,21,2898
1675960046,20,2900
1675960946,19,2898
1675961846,17,2916
1675962746,16,2918
1675963646,17,2970
1675964546,17,2903
1675965446,17,2911
1675966346,16,2907
1675967246,16,2907
1675968146,17,2931
1675969046,17,2900
1675969946,17,2899
1675970846,16,2903
1675971746,17,2974
1675972646,17,2909
1675973546,17,2907
1675974446,16,2896
1675975346,17,2897
1675976246,16,2897
1675977146,16,2911
1675978046,17,2899
1675978946,16,2925
1675979846,17,2906
1675980746,16,2912
1675981646,16,2903
1675982546,17,2892
1675983446,16,2922
1675984346,16,2905
1675985246,17,2900
1675986146,18,2902
1675987046,17,2906
