If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674551546,1152,9720
1674552446,1569,10091
1674553346,1609,10108
1674554246,1454,10119
1674555146,1563,10126
1674556046,1572,10127
1674556946,1537,10133
1674557846,1524,10131
1674558746,1517,10135
1674559646,634,10135
1674560546,18,11203
1674561446,16,11448
1674562346,15,11520
1674563246,10,11516
1674564146,467,9438
1674565046,1554,9798
1674565946,1470,9844
1674566846,1471,9869
1674567746,1418,9867
1674568646,1432,9862
1674569546,4361,9913
1674570446,13141,9870
1674571346,11306,10098
1674572246,34,2959
1674573146,30,2956
1674574046,25,2963
1674574946,22,2954
1674575846,21,2951
1674576746,19,2947
1674577646,17,2949
1674578546,17,2950
1674579446,16,2953
1674580346,17,2950
1674581246,17,2949
1674582146,17,2955
1674583046,17,2943
1674583946,17,2953
1674584846,17,2955
1674585746,17,2947
1674586646,17,2957
1674587546,16,2950
1674588446,17,2950
1674589346,17,2944
1674590246,17,2954
1674591146,16,2948
1674592046,17,2953
1674592946,17,2955
1674593846,16,2954
1674594746,17,2954
1674595646,17,2959
1674596546,17,2948
1674597446,17,2948
1674598346,17,2951
1674599246,16,2947
1674600146,17,2955
1674601046,18,2956
1674601946,16,2945
1674602846,16,2948
1674603746,17,2946
1674604646,17,2953
