If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1676333546,17,3016
1676334446,17,3740
1676335346,17,2989
1676336246,17,2919
1676337146,17,2970
1676338046,17,2946
1676338946,17,2984
1676339846,17,2918
1676340746,17,2900
1676341646,16,3060
1676342546,17,2962
1676343446,17,2905
1676344346,18,2977
1676345246,17,3070
1676346146,17,2940
1676347046,17,3719
1676347946,16,2902
1676348846,17,2909
1676349746,17,2950
1676350646,17,2895
1676351546,17,2903
1676352446,16,3324
1676353346,17,3133
1676354246,17,3235
1676355146,16,2887
1676356046,17,2939
1676356946,17,2973
1676357846,17,3083
1676358746,17,3032
1676359646,16,3060
1676360546,17,2964
1676361446,17,2920
1676362346,15,3017
1676363246,17,2900
1676364146,16,3053
1676365046,18,2955
1676365946,18,2964
1676366846,19,3846
1676367746,20,3097
1676368646,20,2942
1676369546,20,3485
1676370446,23,2898
1676371346,22,2936
1676372246,23,3036
1676373146,25,2913
1676374046,28,3232
1676374946,28,2907
1676375846,29,2941
1676376746,27,3008
1676377646,28,2920
1676378546,31,2966
1676379446,30,3144
1676380346,34,2977
1676381246,37,2968
1676382146,32,3313
1676383046,38,2951
1676383946,31,3217
1676384846,38,3118
1676385746,32,3514
1676386646,29,3107
1676387546,25,2980
1676388446,23,3321
1676389346,22,3069
1676390246,21,3107
1676391146,22,2926
1676392046,21,2914
1676392946,19,2975
1676393846,18,2901
1676394746,18,2889
1676395646,17,2981
1676396546,17,2916
1676397446,16,2915
1676398346,17,3107
1676399246,17,2912
1676400146,17,3115
1676401046,17,3346
1676401946,17,2907
1676402846,16,2901
1676403746,17,2927
1676404646,17,3344
1676405546,17,3103
1676406446,17,3189
1676407346,16,2918
1676408246,17,2928
1676409146,16,3124
1676410046,17,3041
1676410946,17,3361
1676411846,17,2913
1676412746,17,3784
1676413646,17,3095
1676414546,17,3872
1676415446,16,3033
1676416346,17,2920
1676417246,17,3477
1676418146,17,2936
1676419046,17,2903
