If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:106

time,ambient_light,scattered_light
1674047339,653,10216
1674047339,651,10220
1674047339,653,10218
1674047339,651,10221
1674047339,652,10221
1674047339,653,10216
1674047339,652,10217
1674047340,653,10218
1674047340,651,10219
1674047340,653,10218
1674047340,650,10216
1674047340,649,10217
1674047340,649,10218
1674047340,648,10222
1674047340,647,10221
1674047341,644,10222
1674047341,646,10222
1674047341,646,10218
1674047341,643,10217
1674047341,645,10221
1674047341,649,10228
1674047341,648,10220
1674047341,647,10221
1674047342,645,10216
1674047342,642,10218
1674047342,641,10224
1674047342,643,10220
1674047342,643,10220
1674047342,644,10220
1674047342,647,10225
1674047342,647,10219
1674047343,652,10222
1674047343,652,10219
1674047343,646,10222
1674047343,644,10225
1674047343,650,10218
1674047343,652,10223
1674047343,648,10225
1674047343,648,10225
1674047344,648,10224
1674047344,644,10225
1674047344,641,10221
1674047344,642,10225
1674047344,645,10228
1674047344,643,10223
1674047344,642,10223
1674047345,655,10221
1674047345,664,10227
1674047345,656,10225
1674047345,648,10217
1674047345,652,10218
1674047345,643,10217
1674047345,646,10217
1674047345,653,10218
1674047346,656,10222
1674047346,655,10221
1674047346,652,10221
1674047346,651,10221
1674047346,653,10221
1674047346,658,10219
1674047346,653,10215
1674047346,649,10222
1674047347,637,10221
1674047347,632,10221
1674047347,622,10230
1674047347,580,10235
1674047347,526,10247
1674047347,332,10262
1674047347,264,10247
1674047347,289,10227
1674047348,378,10226
1674047348,607,10226
1674047348,632,10226
1674047348,656,10227
1674047348,701,10216
1674047348,752,10215
1674047348,758,10219
1674047348,735,10221
1674047349,728,10227
1674047349,727,10225
1674047349,724,10223
1674047349,725,10220
1674047349,718,10225
1674047349,718,10223
1674047349,714,10222
1674047349,706,10227
1674047350,699,10224
1674047350,700,10225
1674047350,701,10223
1674047350,696,10225
1674047350,692,10228
1674047350,694,10224
1674047350,701,10222
1674047351,704,10220
1674047351,711,10221
1674047351,717,10223
1674047351,717,10224
1674047351,706,10222
1674047351,698,10226
1674047351,686,10226
1674047351,671,10232
1674047352,637,10265
1674047352,657,10249
1674047352,676,10242
1674047352,701,10235
1674047352,710,10238
1674047352,715,10232
1674047352,718,10234
1674047352,717,10237
1674047353,710,10240
1674047353,700,10236
1674047353,697,10240
1674047353,682,10246
1674047353,659,10242
1674047353,637,10246
1674047353,621,10255
1674047353,611,10251
1674047354,597,10258
1674047354,565,10255
1674047354,582,10239
1674047354,591,10228
1674047354,614,10217
1674047354,582,10215
1674047354,535,10216
1674047354,515,10207
1674047355,483,10210
1674047355,465,10207
1674047355,454,10207
1674047355,425,10205
1674047355,404,10207
1674047355,425,10213
1674047355,421,10205
1674047355,387,10208
