If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675728238,18,6192
1675729138,18,6292
1675730038,18,6251
1675730938,18,5827
1675731838,18,6076
1675732738,19,6146
1675733638,17,6522
1675734538,18,6254
1675735438,18,5955
1675736338,18,5926
1675737238,18,6777
1675738138,18,5651
1675739038,17,6081
1675739938,18,6519
1675740838,17,6491
1675741738,17,6638
1675742638,17,7163
1675743538,18,6900
1675744438,17,6590
1675745338,17,6841
1675746238,18,6799
1675747138,18,6849
1675748038,17,6935
1675748938,17,6254
1675749838,18,7407
1675750738,19,6955
1675751638,17,7056
1675752538,18,6941
1675753438,19,7011
1675754338,17,6990
1675755238,17,7063
1675756138,18,6595
1675757038,18,6596
1675757938,18,6929
1675758838,18,7259
1675759738,18,7161
1675760638,17,7189
1675761538,18,7387
1675762438,20,6860
1675763338,20,5993
1675764238,21,6404
1675765138,23,6418
1675766038,23,6841
1675766938,26,7014
1675767838,29,6776
1675768738,30,7038
1675769638,35,6614
1675770538,36,6859
1675771438,35,6886
1675772338,32,6933
1675773238,33,6590
1675774138,36,7126
1675775038,37,7123
1675775938,36,6934
1675776838,36,7058
1675777738,37,7069
1675778638,37,6864
1675779538,35,7134
1675780438,31,7393
1675781338,30,7084
1675782238,31,6448
1675783138,29,6936
1675784038,26,6992
1675784938,26,7276
1675785838,22,7038
1675786738,22,6987
1675787638,21,7125
1675788538,19,7385
1675789438,19,7543
1675790338,18,7765
1675791238,18,7940
1675792138,18,7112
1675793038,18,7874
1675793938,17,7384
1675794838,17,7831
1675795738,18,7749
1675796638,18,6998
1675797538,17,7617
1675798438,18,7709
1675799338,18,7686
1675800238,17,7633
1675801138,17,7445
1675802038,18,7840
1675802938,17,6948
1675803838,17,6913
1675804738,17,7569
1675805638,17,6526
1675806538,18,7067
1675807438,18,7704
1675808338,18,7449
1675809238,18,7169
1675810138,18,7745
1675811038,17,7449
1675811938,18,6753
1675812838,18,7441
1675813738,18,7175
