If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1674691438,18,2751
1674692338,18,2747
1674693238,18,2745
1674694138,18,2752
1674695038,17,2748
1674695938,18,2742
1674696838,18,2744
1674697738,18,2751
1674698638,18,2759
1674699538,19,2753
1674700438,18,2762
1674701338,18,2761
1674702238,17,2764
1674703138,18,2759
1674704038,18,2766
1674704938,17,2747
1674705838,18,2749
1674706738,18,2754
1674707638,18,2751
1674708538,18,2749
1674709438,18,2756
1674710338,18,2753
1674711238,18,2757
1674712138,18,2744
1674713038,18,2752
1674713938,18,2753
1674714838,17,2750
1674715738,19,2752
1674716638,18,2752
1674717538,18,2757
1674718438,18,2755
1674719338,18,2748
1674720238,18,2751
1674721138,17,2751
1674722038,18,2750
1674722938,17,2756
1674723838,18,2743
1674724738,18,2762
1674725638,19,2759
1674726538,20,2757
1674727438,19,2758
1674728338,19,2764
1674729238,19,2762
1674730138,21,2757
1674731038,22,2756
1674731938,27,2769
1674732838,29,2757
1674733738,27,2763
1674734638,29,2751
1674735538,29,2759
1674736438,29,2760
1674737338,30,2770
1674738238,31,2763
1674739138,28,2772
1674740038,29,2766
1674740938,29,2758
1674741838,29,2763
1674742738,28,2765
1674743638,27,2765
1674744538,27,2765
1674745438,26,2770
1674746338,24,2765
1674747238,24,2772
1674748138,21,2768
1674749038,21,2762
1674749938,18,2762
1674750838,18,2765
1674751738,18,2780
1674752638,17,2770
1674753538,18,2762
1674754438,18,2769
1674755338,17,2765
1674756238,17,2767
1674757138,18,2766
1674758038,17,2776
1674758938,18,2771
1674759838,16,2764
1674760738,17,2769
1674761638,19,2767
1674762538,18,2771
1674763438,18,2765
1674764338,17,2769
1674765238,18,2765
1674766138,18,2771
1674767038,18,2769
1674767938,18,2771
1674768838,17,2790
1674769738,17,2779
1674770638,18,2775
1674771538,18,2784
1674772438,17,2778
1674773338,18,2783
1674774238,17,2786
1674775138,18,2793
1674776038,18,2788
1674776938,17,2790
