If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1677110638,19,24897
1677111538,19,25131
1677112438,18,25227
1677113338,19,25071
1677114238,18,25125
1677115138,19,25061
1677116038,20,25015
1677116938,18,25125
1677117838,19,25189
1677118738,19,24987
1677119638,18,25218
1677120538,18,25261
1677121438,18,24947
1677122338,18,25225
1677123238,19,25119
1677124138,19,25291
1677125038,18,25191
1677125938,19,25199
1677126838,19,25236
1677127738,19,25166
1677128638,18,25131
1677129538,18,25228
1677130438,18,25009
1677131338,19,25189
1677132238,19,25054
1677133138,19,25197
1677134038,19,25146
1677134938,19,25224
1677135838,19,25043
1677136738,17,25079
1677137638,19,25106
1677138538,18,25049
1677139438,19,25178
1677140338,18,25171
1677141238,18,25213
1677142138,19,25189
1677143038,19,25181
1677143938,18,25153
1677144838,18,25038
1677145738,19,25029
1677146638,19,25014
1677147538,19,25177
1677148438,19,25188
1677149338,19,25287
1677150238,18,25256
1677151138,18,25215
1677152038,19,25261
1677152938,19,25149
1677153838,19,25182
1677154738,18,25081
1677155638,19,25245
1677156538,19,25279
1677157438,19,25217
1677158338,18,25109
1677159238,19,25301
1677160138,18,25293
1677161038,19,25340
1677161938,19,25144
1677162838,18,25238
1677163738,19,25209
1677164638,18,25274
1677165538,18,25222
1677166438,19,25224
1677167338,19,25224
1677168238,19,25198
1677169138,18,25226
1677170038,19,25209
1677170938,19,25256
1677171838,19,25180
1677172738,19,25151
1677173638,19,25205
1677174538,19,25178
1677175438,20,25171
1677176338,18,25155
1677177238,18,25285
1677178138,19,25138
1677179038,19,25284
1677179938,19,25227
1677180838,18,25112
1677181738,19,25146
1677182638,18,25229
1677183538,18,25111
1677184438,19,25243
1677185338,18,25203
1677186238,19,25152
1677187138,20,25146
1677188038,18,25095
1677188938,18,25173
1677189838,19,25201
1677190738,18,25127
1677191638,19,25102
1677192538,19,25079
1677193438,19,25107
1677194338,18,24935
1677195238,18,25104
1677196138,19,25126
