If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1676246638,19,15783
1676247538,19,15037
1676248438,18,16551
1676249338,17,17582
1676250238,18,14782
1676251138,18,15651
1676252038,19,16923
1676252938,18,15980
1676253838,18,15571
1676254738,19,14518
1676255638,17,16367
1676256538,18,15623
1676257438,18,16763
1676258338,18,15561
1676259238,18,16064
1676260138,18,15636
1676261038,17,14527
1676261938,18,14501
1676262838,18,15652
1676263738,17,15742
1676264638,18,15893
1676265538,18,15917
1676266438,18,15944
1676267338,18,16029
1676268238,19,16133
1676269138,18,13630
1676270038,19,15546
1676270938,19,15709
1676271838,19,16396
1676272738,18,14902
1676273638,18,15815
1676274538,18,15309
1676275438,18,16102
1676276338,17,16424
1676277238,18,15151
1676278138,18,16230
1676279038,19,16293
1676279938,19,16247
1676280838,19,16162
1676281738,19,15465
1676282638,19,16384
1676283538,20,15945
1676284438,20,16158
1676285338,21,16070
1676286238,22,16193
1676287138,22,15938
1676288038,22,15892
1676288938,22,15388
1676289838,23,17191
1676290738,23,14924
1676291638,23,15980
1676292538,24,15184
1676293438,23,15882
1676294338,24,15719
1676295238,25,15912
1676296138,26,15385
1676297038,23,15369
1676297938,23,15425
1676298838,23,15787
1676299738,21,15293
1676300638,22,15795
1676301538,21,16409
1676302438,22,16128
1676303338,20,15969
1676304238,21,16575
1676305138,21,15490
1676306038,19,16170
1676306938,18,15922
1676307838,18,16536
1676308738,19,16187
1676309638,18,16343
1676310538,19,16175
1676311438,19,17019
1676312338,18,16642
1676313238,18,16067
1676314138,18,16567
1676315038,18,16314
1676315938,18,16512
1676316838,19,16270
1676317738,18,16056
1676318638,19,16635
1676319538,19,17153
1676320438,18,16328
1676321338,18,16600
1676322238,19,15659
1676323138,18,16626
1676324038,17,16471
1676324938,18,16365
1676325838,19,16182
1676326738,17,16382
1676327638,19,16010
1676328538,18,16450
1676329438,18,16580
1676330338,19,16886
1676331238,18,17401
1676332138,18,17137
