If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1677456238,19,25086
1677457138,20,24909
1677458038,18,24790
1677458938,18,24790
1677459838,19,25036
1677460738,20,24974
1677461638,19,25020
1677462538,18,24934
1677463438,19,24996
1677464338,19,24959
1677465238,19,25281
1677466138,19,25328
1677467038,19,25251
1677467938,20,25182
1677468838,19,25255
1677469738,19,25287
1677470638,19,25296
1677471538,19,25306
1677472438,18,25197
1677473338,19,25174
1677474238,19,25276
1677475138,18,25289
1677476038,20,25185
1677476938,19,25271
1677477838,18,25283
1677478738,19,25235
1677479638,19,25284
1677480538,20,25207
1677481438,18,25303
1677482338,20,25174
1677483238,19,25305
1677484138,20,24968
1677485038,19,25273
1677485938,19,25204
1677486838,19,25195
1677487738,19,25175
1677488638,18,25230
1677489538,19,24781
1677490438,19,25083
1677491338,19,25047
1677492238,20,25108
1677493138,18,25061
1677494038,19,25116
1677494938,18,25232
1677495838,19,25257
1677496738,19,25123
1677497638,20,25173
1677498538,918,13435
1677499438,728,15808
1677500338,298,15447
1677501238,307,15763
1677502138,3131,19055
1677503038,2940,18407
1677503938,2982,16374
1677504838,2546,16431
1677505738,2437,16427
1677506638,1092,16699
1677507538,265,20161
1677508438,702,17649
1677509338,398,11343
1677510238,383,11466
1677511138,512,17481
1677512038,414,10784
1677512938,560,11247
1677514738,462,17730
1677515638,24,16708
1677516538,27,17353
1677517438,28,17742
1677518338,29,17892
1677519238,30,17928
1677520138,31,17994
1677521038,32,17985
1677521938,31,17972
1677522838,32,17966
1677523738,32,17955
1677524638,33,17954
1677525538,33,17940
1677526438,33,17936
1677527338,33,17936
1677528238,34,17946
1677529138,33,17941
1677530038,33,17931
1677530938,34,17927
1677531838,33,17934
1677532738,33,17930
1677533638,34,17925
1677534538,35,17917
1677535438,34,17923
1677536338,33,17929
1677537238,34,17918
1677538138,33,17918
1677539038,34,17925
1677539938,34,17926
1677540838,33,17927
1677541738,33,17925
