If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1677197038,19,25063
1677197938,19,25110
1677198838,19,25164
1677199738,18,25165
1677200638,19,25130
1677201538,18,25162
1677202438,19,25214
1677203338,18,25212
1677204238,18,25073
1677205138,18,25087
1677206038,20,25108
1677206938,19,25227
1677207838,18,25167
1677208738,18,25134
1677209638,18,25236
1677210538,20,25146
1677211438,19,25104
1677212338,19,25187
1677213238,19,25214
1677214138,20,25129
1677215038,19,25192
1677215938,17,25151
1677216838,19,25208
1677217738,19,25113
1677218638,18,25159
1677219538,19,25165
1677220438,20,25117
1677221338,19,25107
1677222238,20,25171
1677223138,19,25215
1677224038,19,25185
1677224938,19,25202
1677225838,19,25166
1677226738,18,25266
1677227638,19,25230
1677228538,19,25267
1677229438,19,25260
1677230338,19,25193
1677231238,18,25157
1677232138,19,25201
1677233038,18,25174
1677233938,19,25129
1677234838,19,25041
1677235738,19,25155
1677236638,19,25027
1677237538,19,25145
1677238438,19,25137
1677239338,20,25053
1677240238,20,25092
1677241138,19,25199
1677242038,19,25208
1677242938,19,25081
1677243838,20,25169
1677244738,19,25179
1677245638,19,25154
1677246538,18,25259
1677247438,18,25219
1677248338,19,25154
1677249238,20,25128
1677250138,21,25151
1677251038,20,25167
1677251938,19,25201
1677252838,20,25171
1677253738,19,25198
1677254638,20,25143
1677255538,18,25218
1677256438,19,25016
1677257338,18,25160
1677258238,19,25041
1677259138,19,25055
1677260038,19,25132
1677260938,18,25257
1677261838,18,25094
1677262738,19,25214
1677263638,18,25242
1677264538,19,25220
1677265438,18,25217
1677266338,19,24995
1677267238,20,25198
1677268138,19,25114
1677269038,19,25178
1677269938,19,25141
1677270838,19,25248
1677271738,19,25150
1677272638,18,25095
1677273538,19,25166
1677274438,19,25133
1677275338,20,25215
1677276238,18,25147
1677277138,19,25162
1677278038,19,25196
1677278938,19,25132
1677279838,18,25260
1677280738,20,25132
1677281638,18,25271
1677282538,19,25294
