If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1674569913,1184,8588
1674569928,1186,8596
1674569928,1191,8588
1674569928,1193,8600
1674569928,1170,8603
1674569928,1167,8597
1674569928,1144,8601
1674569928,1136,8597
1674569929,1161,8597
1674569929,1160,8596
1674569929,1148,8599
1674569929,1137,8599
1674569929,1136,8591
1674569929,1131,8603
1674569929,1137,8604
1674569929,1133,8600
1674569930,1126,8597
1674569930,1118,8599
1674569930,1106,8593
1674569930,1092,8604
1674569930,1090,8603
1674569930,1090,8600
1674569930,1083,8596
1674569931,1071,8597
1674569931,1058,8601
1674569931,1049,8592
1674569931,1038,8593
1674569931,1024,8598
1674569931,1001,8598
1674569931,991,8595
1674569931,978,8605
1674569932,972,8592
1674569932,970,8596
1674569932,965,8595
1674569932,991,8605
1674569932,1018,8600
1674569932,1093,8594
1674569932,1155,8602
1674569933,1193,8593
1674569933,1202,8592
1674569933,1204,8592
1674569933,1208,8593
1674569933,1207,8602
1674569933,1211,8603
1674569938,1201,8599
1674570838,12073,8716
1674571738,14127,8391
1674572638,36,2697
1674573538,30,2711
1674574438,27,2721
1674575338,23,2705
1674576238,22,2711
1674577138,20,2714
1674578038,18,2719
1674578938,18,2715
1674579838,17,2713
1674580738,18,2708
1674581638,18,2712
1674582538,18,2710
1674583438,18,2713
1674584338,16,2707
1674585238,18,2709
1674586138,18,2710
1674587038,18,2712
1674587938,18,2716
1674588838,17,2712
1674589738,18,2715
1674590638,18,2716
1674591538,19,2713
1674592438,17,2717
1674593338,18,2722
1674594238,18,2720
1674595138,18,2717
1674596038,18,2712
1674596938,18,2724
1674597838,18,2721
1674598738,17,2715
1674599638,18,2718
1674600538,17,2718
1674601438,17,2722
1674602338,18,2717
1674603238,19,2723
1674604138,18,2718
