If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1674864238,18,2812
1674865138,17,2831
1674866038,18,2825
1674866938,19,2835
1674867838,18,2837
1674868738,18,2834
1674869638,18,2844
1674870538,17,2837
1674871438,18,2826
1674872338,17,2832
1674873238,18,2838
1674874138,18,2837
1674875038,18,2827
1674875938,18,2838
1674876838,17,2841
1674877738,18,2845
1674878638,19,2846
1674879538,18,2843
1674880438,18,2841
1674881338,17,2858
1674882238,18,2859
1674883138,18,2854
1674884038,19,2823
1674884938,17,2846
1674885838,18,2861
1674886738,19,2855
1674887638,18,2852
1674888538,18,2844
1674889438,18,2843
1674890338,17,2844
1674891238,18,2844
1674892138,18,2846
1674893038,17,2870
1674893938,18,2871
1674894838,17,2873
1674895738,18,2865
1674896638,18,2870
1674897538,18,2930
1674898438,19,2883
1674899338,18,2864
1674900238,19,2877
1674901138,19,2878
1674902038,21,2852
1674902938,24,2860
1674903838,25,2886
1674904738,27,2906
1674905638,26,2877
1674906538,28,2880
1674907438,29,2872
1674908338,28,2881
1674909238,32,2878
1674910138,32,2887
1674911038,30,2865
1674911938,28,2898
1674912838,28,2881
1674913738,29,2889
1674914638,29,2885
1674915538,26,2902
1674916438,27,2904
1674917338,27,2899
1674918238,26,2904
1674919138,24,2902
1674920038,23,2863
1674920938,21,2909
1674921838,20,2891
1674922738,20,2894
1674923638,19,2918
1674924538,17,2869
1674925438,17,2877
1674926338,18,2881
1674927238,18,2881
1674928138,18,2853
1674929038,17,2877
1674929938,18,2861
1674930838,18,2885
1674931738,18,2876
1674932638,18,2873
1674933538,18,2884
1674934438,18,2876
1674935338,18,2874
1674936238,17,2874
1674937138,18,2855
1674938038,17,2861
1674938938,18,2868
1674939838,18,2876
1674940738,18,2875
1674941638,18,2886
1674942538,17,2859
1674943438,17,2884
1674944338,17,2891
1674945238,17,2891
1674946138,18,2876
1674947038,17,2876
1674947938,18,2851
1674948838,18,2883
1674949738,18,2862
