If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1677283438,19,25189
1677284338,18,25220
1677285238,18,25220
1677286138,18,25148
1677287038,18,25246
1677287938,19,25140
1677288838,19,25121
1677289738,19,25283
1677290638,18,25185
1677291538,19,25188
1677292438,18,25132
1677293338,19,25285
1677294238,19,25275
1677295138,18,25275
1677296038,19,25265
1677296938,18,25159
1677297838,19,25159
1677298738,19,25234
1677299638,19,25242
1677300538,19,25261
1677301438,19,25286
1677302338,20,25239
1677303238,20,25294
1677304138,19,25330
1677305038,19,25274
1677305938,20,25294
1677306838,18,25252
1677307738,19,24996
1677308638,19,25153
1677309538,19,25240
1677310438,19,25320
1677311338,19,25217
1677312238,19,25326
1677313138,19,25343
1677314038,18,25290
1677314938,20,25268
1677315838,18,25264
1677316738,19,25266
1677317638,18,25306
1677318538,19,25291
1677319438,20,25261
1677320338,19,25325
1677321238,20,25320
1677322138,19,25106
1677323038,20,25304
1677323938,19,25305
1677324838,18,25334
1677325738,19,25274
1677326638,19,25194
1677327538,19,25315
1677328438,18,25264
1677329338,19,25332
1677330238,19,25306
1677331138,18,25207
1677332038,20,25261
1677332938,19,25280
1677333838,19,25339
1677334738,19,25284
1677335638,18,25248
1677336538,19,25270
1677337438,19,25285
1677338338,18,25241
1677339238,18,25331
1677340138,18,25219
1677341038,20,25310
1677341938,19,25325
1677342838,19,25271
1677343738,19,25248
1677344638,19,25343
1677345538,19,25297
1677346438,19,25309
1677347338,18,25317
1677348238,19,25301
1677349138,19,25297
1677350038,18,25354
1677350938,20,25252
1677351838,18,25273
1677352738,19,25264
1677353638,20,25307
1677354538,18,25275
1677355438,19,25269
1677356338,19,25224
1677357238,18,25309
1677358138,19,25245
1677359038,18,25223
1677359938,19,25272
1677360838,19,25173
1677361738,18,25257
1677362638,18,25300
1677363538,18,25320
1677364438,19,25299
1677365338,19,25214
1677366238,19,25280
1677367138,19,25279
1677368038,19,25311
1677368938,18,25283
