If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1676937838,18,24080
1676938738,18,23663
1676939638,18,23440
1676940538,19,22659
1676941438,18,23349
1676942338,18,23622
1676943238,18,23278
1676944138,19,23058
1676945038,18,23928
1676945938,18,23886
1676946838,18,22713
1676947738,19,23658
1676948638,17,23681
1676949538,18,23241
1676950438,19,22916
1676951338,18,21083
1676952238,18,23441
1676953138,19,23846
1676954038,19,23469
1676954938,18,23752
1676955838,18,23199
1676956738,19,23287
1676957638,19,24122
1676958538,18,24034
1676959438,19,23007
1676960338,18,22384
1676961238,18,23935
1676962138,19,23617
1676963038,19,23826
1676963938,18,23908
1676964838,18,23419
1676965738,19,23927
1676966638,19,23965
1676967538,18,23705
1676968438,19,23451
1676969338,20,24080
1676970238,19,23209
1676971138,18,22944
1676972038,18,23306
1676972938,18,23737
1676973838,20,23646
1676974738,19,22885
1676975638,19,23811
1676976538,19,23621
1676977438,19,24647
1676978338,19,24541
1676979238,18,24652
1676980138,19,24579
1676981038,18,24740
1676981938,19,24567
1676982838,18,24509
1676983738,19,24707
1676984638,19,24535
1676985538,18,24610
1676986438,19,24727
1676987338,19,24585
1676988238,19,24603
1676989138,19,24582
1676990038,19,24342
1676990938,19,24547
1676991838,19,24498
1676992738,19,24629
1676993638,19,24572
1676994538,19,24534
1676995438,18,24668
1676996338,19,24344
1676997238,18,24513
1676998138,18,24742
1676999038,19,24309
1676999938,18,24756
1677000838,18,24611
1677001738,18,24352
1677002638,19,24503
1677003538,18,24453
1677004438,19,24336
1677005338,18,24448
1677006238,19,24385
1677007138,18,24591
1677008038,18,24298
1677008938,18,24247
1677009838,19,23646
1677010738,18,24034
1677011638,19,24006
1677012538,19,23840
1677013438,19,23971
1677014338,18,24064
1677015238,19,23278
1677016138,20,23508
1677017038,19,24415
1677017938,19,24229
1677018838,19,24353
1677019738,17,23640
1677020638,18,23865
1677021538,19,23626
1677022438,19,24383
1677023338,19,23297
