If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1677024238,18,23640
1677025138,19,24758
1677026038,19,24390
1677026938,19,24543
1677027838,18,24066
1677028738,19,24418
1677029638,19,24377
1677030538,20,24458
1677031438,19,24546
1677032338,19,24461
1677033238,20,23759
1677034138,19,23849
1677035038,19,23865
1677035938,20,22460
1677036838,20,24251
1677037738,19,23942
1677038638,19,23038
1677039538,18,23030
1677040438,18,24045
1677041338,19,23049
1677042238,19,22806
1677043138,19,23997
1677044038,19,23068
1677044938,20,22270
1677045838,18,23703
1677046738,19,24242
1677047638,19,23523
1677048538,18,24134
1677049438,18,21453
1677050338,18,23517
1677051238,19,23900
1677052138,18,24437
1677053038,19,23866
1677053938,19,23320
1677054838,18,23911
1677055738,19,23480
1677056638,18,24361
1677057538,19,24533
1677058438,19,22516
1677059338,19,24403
1677060238,18,24265
1677061138,19,22322
1677062038,19,24357
1677062938,19,23463
1677063838,20,24684
1677064738,18,24715
1677065638,20,24616
1677066538,19,23486
1677067438,19,24795
1677068338,18,24980
1677069238,19,25083
1677070138,19,24888
1677071038,20,24900
1677071938,20,25082
1677072838,19,24977
1677073738,19,25095
1677074638,19,24987
1677075538,19,24973
1677076438,19,24957
1677077338,19,25105
1677078238,18,25128
1677079138,19,25134
1677080038,20,25227
1677080938,18,25257
1677081838,18,25188
1677082738,18,25245
1677083638,19,25241
1677084538,18,25314
1677085438,19,25322
1677086338,18,25250
1677087238,19,25153
1677088138,20,25079
1677089038,19,25145
1677089938,18,24749
1677090838,19,25252
1677091738,19,25238
1677092638,19,25213
1677093538,18,25150
1677094438,18,25235
1677095338,20,25238
1677096238,18,25015
1677097138,18,24020
1677098038,18,25016
1677098938,19,24870
1677099838,19,24861
1677100738,18,25020
1677101638,19,25034
1677102538,19,25145
1677103438,18,25136
1677104338,19,25096
1677105238,18,25090
1677106138,18,25260
1677107038,18,25156
1677107938,18,25288
1677108838,19,25178
1677109738,20,24898
