If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1676851438,19,24195
1676852338,19,23697
1676853238,19,23931
1676854138,18,23689
1676855038,19,24076
1676855938,18,22980
1676856838,19,23837
1676857738,19,23615
1676858638,18,22649
1676859538,19,23756
1676860438,18,23605
1676861338,18,24053
1676862238,20,23543
1676863138,18,23930
1676864038,19,23939
1676864938,19,23999
1676865838,18,23803
1676866738,19,23941
1676867638,19,23972
1676868538,18,24174
1676869438,18,24077
1676870338,18,24278
1676871238,18,24107
1676872138,18,23764
1676873038,18,24061
1676873938,18,24241
1676874838,18,24307
1676875738,19,24081
1676876638,19,24171
1676877538,18,24121
1676878438,17,24169
1676879338,19,24265
1676880238,19,24192
1676881138,19,23737
1676882038,19,23935
1676882938,19,23060
1676883838,19,23968
1676884738,19,23922
1676885638,18,23611
1676886538,19,23105
1676887438,18,24035
1676888338,19,23861
1676889238,19,23759
1676890138,19,23753
1676891038,18,23727
1676891938,18,23874
1676892838,19,23759
1676893738,19,23900
1676894638,18,23784
1676895538,18,23287
1676896438,19,23574
1676897338,20,23947
1676898238,19,23186
1676899138,18,23865
1676900038,19,22439
1676900938,19,23126
1676901838,20,22282
1676902738,19,21664
1676903638,19,22972
1676904538,19,23647
1676905438,19,21007
1676906338,18,21238
1676907238,18,23722
1676908138,19,22843
1676909038,19,21741
1676909938,19,23363
1676910838,18,23090
1676911738,19,22678
1676912638,18,21644
1676913538,18,22978
1676914438,19,21933
1676915338,19,22352
1676916238,19,22905
1676917138,19,22056
1676918038,18,22290
1676918938,18,22285
1676919838,19,22060
1676920738,19,22075
1676921638,18,21400
1676922538,19,22324
1676923438,19,21508
1676924338,18,23615
1676925238,17,23198
1676926138,18,23373
1676927038,19,22628
1676927938,18,23581
1676928838,18,23009
1676929738,18,22757
1676930638,19,23190
1676931538,19,23940
1676932438,19,23618
1676933338,19,21905
1676934238,19,22539
1676935138,18,23871
1676936038,19,23963
1676936938,19,23398
