If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675209838,18,3010
1675210738,18,2989
1675211638,17,2970
1675212538,18,3074
1675213438,18,2997
1675214338,19,2996
1675215238,18,2993
1675216138,18,3011
1675217038,18,3020
1675217938,18,3050
1675218838,18,2987
1675219738,18,2993
1675220638,18,3106
1675221538,17,3043
1675222438,17,3015
1675223338,19,3019
1675224238,17,3049
1675225138,17,2989
1675226038,18,2983
1675226938,17,2985
1675227838,17,2939
1675228738,17,2941
1675229638,17,2942
1675230538,18,2939
1675231438,18,2947
1675232338,18,2942
1675233238,18,2947
1675234138,18,2945
1675235038,18,2952
1675235938,17,2977
1675236838,18,2957
1675237738,18,2965
1675238638,17,2967
1675239538,17,2974
1675240438,18,2970
1675241338,17,2978
1675242238,18,2998
1675243138,17,3002
1675244038,18,3011
1675244938,19,3023
1675245838,20,3032
1675246738,20,3066
1675247638,22,3051
1675248538,23,3037
1675249438,24,3077
1675250338,26,3062
1675251238,28,3085
1675252138,29,3035
1675253038,28,3070
1675253938,27,3069
1675254838,28,3069
1675255738,30,3054
1675256638,32,3060
1675257538,31,3050
1675258438,32,3052
1675259338,30,3092
1675260238,29,3067
1675261138,29,3077
1675262038,28,3099
1675262938,28,3074
1675263838,25,3076
1675264738,24,3071
1675265638,22,3094
1675266538,21,3094
1675267438,21,3090
1675268338,19,3109
1675269238,19,3145
1675270138,18,3133
1675271038,18,3177
1675271938,17,3136
1675272838,17,3076
1675273738,17,3133
1675274638,18,3112
1675275538,18,3135
1675276438,18,3243
1675277338,18,3179
1675278238,18,3072
1675279138,17,3019
1675280038,17,3183
1675280938,17,3044
1675281838,18,3095
1675282738,18,3069
1675283638,19,3124
1675284538,16,3388
1675285438,17,3218
1675286338,18,3373
1675287238,18,3207
1675288138,18,3259
1675289038,18,3262
1675289938,17,3227
1675290838,17,3233
1675291738,19,3282
1675292638,18,3286
1675293538,19,3281
1675294438,18,3191
1675295338,18,3239
