If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675901038,17,11867
1675901938,18,11355
1675902838,17,11656
1675903738,17,12177
1675904638,19,11106
1675905538,18,12236
1675906438,18,10082
1675907338,18,11631
1675908238,19,12435
1675909138,18,12480
1675910038,18,12674
1675910938,18,11987
1675911838,17,12048
1675912738,17,12709
1675913638,17,12736
1675914538,18,12667
1675915438,18,11939
1675916338,18,12772
1675917238,19,12707
1675918138,19,12802
1675919038,18,13091
1675919938,17,13028
1675920838,17,12993
1675921738,17,12611
1675922638,18,12817
1675923538,18,12981
1675924438,18,13077
1675925338,18,12874
1675926238,18,13080
1675927138,17,12660
1675928038,18,13037
1675928938,17,12857
1675929838,17,13048
1675930738,18,13210
1675931638,17,13004
1675932538,18,13327
1675933438,18,13008
1675934338,19,13167
1675935238,19,13121
1675936138,18,13439
1675937038,21,13356
1675937938,22,13293
1675938838,22,11573
1675939738,24,11201
1675940638,25,13132
1675941538,26,13167
1675942438,27,13097
1675943338,28,13385
1675944238,28,13116
1675945138,29,13563
1675946038,29,14155
1675946938,30,12969
1675947838,29,13782
1675948738,30,13364
1675949638,29,13195
1675950538,29,13901
1675951438,29,13100
1675952338,29,12951
1675953238,27,13628
1675954138,26,13595
1675955038,26,12832
1675955938,24,13994
1675956838,24,13613
1675957738,22,13742
1675958638,21,13845
1675959538,21,13978
1675960438,19,13778
1675961338,19,13888
1675962238,19,14011
1675963138,19,13779
1675964038,18,13873
1675964938,18,14295
1675965838,19,13565
1675966738,18,14290
1675967638,18,14218
1675968538,18,13919
1675969438,18,13481
1675970338,17,13590
1675971238,18,14321
1675972138,18,14053
1675973038,18,12582
1675973938,17,14209
1675974838,18,14291
1675975738,17,13891
1675976638,17,14337
1675977538,18,14675
1675978438,17,14582
1675979338,17,14411
1675980238,18,14453
1675981138,18,14629
1675982038,17,15630
1675982938,18,15553
1675983838,18,14753
1675984738,17,15338
1675985638,18,15609
1675986538,18,15316
