If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1676073838,17,15578
1676074738,19,14813
1676075638,18,14816
1676076538,18,14774
1676077438,18,13972
1676078338,18,14806
1676079238,18,14876
1676080138,18,14927
1676081038,18,15055
1676081938,18,14863
1676082838,19,15766
1676083738,19,15586
1676084638,17,15945
1676085538,19,15629
1676086438,18,16100
1676087338,18,15387
1676088238,18,15958
1676089138,17,15205
1676090038,19,16097
1676090938,18,16219
1676091838,19,16307
1676092738,18,16039
1676093638,18,15412
1676094538,18,16239
1676095438,17,16197
1676096338,17,16252
1676097238,17,15562
1676098138,18,16584
1676099038,18,16349
1676099938,17,15976
1676100838,17,15446
1676101738,18,16492
1676102638,17,15986
1676103538,18,16211
1676104438,17,15925
1676105338,18,15999
1676106238,19,14686
1676107138,19,16270
1676108038,19,16546
1676108938,19,16283
1676109838,21,16248
1676110738,22,16261
1676111638,21,15742
1676112538,22,15753
1676113438,23,16742
1676114338,27,16463
1676115238,30,16552
1676116138,27,16286
1676117038,28,15952
1676117938,29,16256
1676118838,29,15002
1676119738,28,15717
1676120638,29,15684
1676121538,28,15182
1676122438,29,16128
1676123338,28,16984
1676124238,28,16447
1676125138,27,16658
1676126038,26,15847
1676126938,25,15325
1676127838,24,15903
1676128738,23,16553
1676129638,23,16184
1676130538,22,16602
1676131438,21,16054
1676132338,21,16379
1676133238,19,16080
1676134138,20,16873
1676135038,19,16717
1676135938,19,16954
1676136838,18,16917
1676137738,18,16954
1676138638,18,15929
1676139538,18,17119
1676140438,18,16609
1676141338,18,15981
1676142238,18,16557
1676143138,18,17100
1676144038,18,16239
1676144938,18,16681
1676145838,18,16035
1676146738,18,16931
1676147638,18,11143
1676148538,18,13334
1676149438,18,11423
1676150338,18,11779
1676151238,17,12922
1676152138,18,13850
1676153038,18,12447
1676153938,18,12051
1676154838,18,12480
1676155738,18,12616
1676156638,18,12509
1676157538,18,12509
1676158438,18,13224
1676159338,17,12572
