If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675641838,18,4415
1675642738,18,4633
1675643638,18,4411
1675644538,18,4720
1675645438,18,4762
1675646338,18,4934
1675647238,18,4816
1675648138,18,4653
1675649038,18,5017
1675649938,17,4956
1675650838,18,4985
1675651738,17,5139
1675652638,17,5016
1675653538,18,5111
1675654438,18,5080
1675655338,18,5316
1675656238,18,4932
1675657138,18,5038
1675658038,17,5166
1675658938,18,5473
1675659838,18,5054
1675660738,17,5475
1675661638,17,5049
1675662538,18,5348
1675663438,18,6075
1675664338,17,5859
1675665238,17,5617
1675666138,18,6160
1675667038,18,5871
1675667938,19,5474
1675668838,18,6374
1675669738,18,5267
1675670638,18,5872
1675671538,18,6344
1675672438,18,6285
1675673338,18,6359
1675674238,18,5783
1675675138,19,6280
1675676038,20,6172
1675676938,20,5204
1675677838,21,5429
1675678738,22,5541
1675679638,23,5705
1675680538,23,6121
1675681438,28,5623
1675682338,32,5869
1675683238,38,5735
1675684138,33,5474
1675685038,39,5449
1675685938,37,4720
1675686838,45,5014
1675687738,47,5060
1675688638,50,5402
1675689538,41,5429
1675690438,32,5913
1675691338,31,5223
1675692238,34,5022
1675693138,33,5345
1675694038,30,5076
1675694938,30,5103
1675695838,29,5317
1675696738,28,4904
1675697638,27,5095
1675698538,27,5084
1675699438,24,5301
1675700338,22,5513
1675701238,21,5285
1675702138,20,5336
1675703038,18,5583
1675703938,19,6073
1675704838,17,5436
1675705738,19,5340
1675706638,18,5512
1675707538,17,5683
1675708438,18,5515
1675709338,18,5857
1675710238,19,5940
1675711138,18,5910
1675712038,18,5223
1675712938,19,5628
1675713838,17,6143
1675714738,18,5355
1675715638,18,5823
1675716538,17,5883
1675717438,18,5230
1675718338,18,5406
1675719238,17,5747
1675720138,17,6025
1675721038,17,6288
1675721938,18,6328
1675722838,17,5877
1675723738,18,5897
1675724638,19,5799
1675725538,18,5850
1675726438,19,5601
1675727338,17,5998
