If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675296238,18,3282
1675297138,19,3289
1675298038,18,3449
1675298938,18,3192
1675299838,18,3127
1675300738,17,3358
1675301638,18,3031
1675302538,18,3002
1675303438,17,3053
1675304338,18,2943
1675305238,18,3034
1675306138,17,3157
1675307038,17,3122
1675307938,18,3068
1675308838,17,3080
1675309738,17,3140
1675310638,18,3202
1675311538,18,3141
1675312438,19,3063
1675313338,18,3044
1675314238,18,3146
1675315138,17,3113
1675316038,18,3112
1675316938,17,3261
1675317838,18,3398
1675318738,18,3158
1675319638,18,3090
1675320538,18,3199
1675321438,17,3069
1675322338,18,3068
1675323238,17,3175
1675324138,18,3041
1675325038,18,3142
1675325938,19,3095
1675326838,18,3183
1675327738,18,3122
1675328638,18,3227
1675329538,18,3089
1675330438,19,3253
1675331338,20,3165
1675332238,19,3295
1675333138,21,3172
1675334038,22,3185
1675334938,23,3129
1675335838,23,3532
1675336738,25,3141
1675337638,26,3107
1675338538,26,3157
1675339438,29,3165
1675340338,29,3237
1675341238,29,3194
1675342138,29,3147
1675343038,27,3309
1675343938,29,3140
1675344838,26,3402
1675345738,26,3313
1675346638,25,3390
1675347538,25,3278
1675348438,25,3224
1675349338,24,3569
1675350238,25,3418
1675351138,29,3907
1675352038,25,3332
1675352938,22,3183
1675353838,22,3329
1675354738,20,3442
1675355638,19,3277
1675356538,19,3204
1675357438,18,3182
1675358338,17,3168
1675359238,18,3288
1675360138,18,3241
1675361038,18,3250
1675361938,17,3274
1675362838,17,3350
1675363738,18,3286
1675364638,17,3410
1675365538,18,3261
1675366438,17,4097
1675367338,18,3530
1675368238,18,3324
1675369138,17,3306
1675370038,18,3396
1675370938,18,3374
1675371838,17,3399
1675372738,18,3377
1675373638,19,3408
1675374538,18,3362
1675375438,18,3295
1675376338,18,3335
1675377238,18,3673
1675378138,18,3446
1675379038,18,3194
1675379938,18,3494
1675380838,17,3254
1675381738,19,3353
