If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:125

time,ambient_light,scattered_light
1675814638,17,7729
1675815538,18,7642
1675816438,17,7421
1675817338,17,7914
1675818238,18,8292
1675819138,19,6377
1675820038,18,9150
1675820938,18,8897
1675821838,18,7633
1675822738,18,8499
1675823638,18,8793
1675824538,18,9209
1675825438,18,8339
1675826338,17,8958
1675827238,18,9375
1675828138,18,9048
1675829038,18,9513
1675829938,17,9728
1675830838,18,8817
1675831738,18,9608
1675832638,17,9502
1675833538,18,9168
1675834438,17,8736
1675835338,18,8694
1675836238,18,8925
1675837138,18,8991
1675838038,18,8686
1675838938,18,9718
1675839838,18,9477
1675840738,17,8610
1675841638,18,9515
1675842538,17,8907
1675843438,18,8941
1675844338,17,9600
1675845238,18,8876
1675846138,18,9008
1675847038,18,9329
1675847938,18,9599
1675848838,18,9937
1675849738,19,9706
1675850638,20,9156
1675851538,21,9395
1675852438,22,9582
1675853338,21,9704
1675854238,22,9738
1675855138,22,9954
1675856038,22,10073
1675856938,23,9091
1675857838,24,9276
1675858738,24,10146
1675859638,26,10112
1675860538,28,10450
1675861438,28,10332
1675862338,29,10328
1675863238,31,10271
1675864138,29,10691
1675865038,27,10596
1675865938,26,10014
1675866838,28,10450
1675867738,28,10688
1675868638,28,10964
1675869538,29,9436
1675870438,24,10352
1675871338,21,10404
1675872238,22,10882
1675873138,20,10518
1675874038,19,11031
1675874938,19,11046
1675875838,18,10268
1675876738,18,10666
1675877638,18,10609
1675878538,17,11063
1675879438,18,10961
1675880338,18,10795
1675881238,18,11054
1675882138,18,11172
1675883038,17,7707
1675883938,18,11152
1675884838,18,11305
1675885738,18,11452
1675886638,18,11357
1675887538,18,11259
1675888438,18,11734
1675889338,19,11491
1675890238,19,11317
1675891138,17,11451
1675892038,18,11417
1675892938,18,11307
1675893838,18,10973
1675894738,18,11357
1675895638,18,11325
1675896538,18,11639
1675897438,18,10592
1675898338,19,11779
1675899238,18,10645
1675900138,17,11632
