If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676852059,11,3762
1676852959,11,3851
1676853859,10,3965
1676854759,10,3838
1676855659,10,3953
1676856559,11,3963
1676857459,11,3861
1676858359,10,3936
1676859259,10,3976
1676860159,10,3987
1676861059,10,3805
1676861959,11,3709
1676862859,11,3876
1676863759,10,3883
1676864659,10,3882
1676865559,11,3774
1676866459,11,3895
1676867359,11,3681
1676868259,10,3764
1676869159,10,4348
1676870059,10,4430
1676870959,10,3813
1676871859,10,3756
1676872759,11,3934
1676873659,11,3689
1676874559,10,3890
1676875459,10,3881
1676876359,11,3945
1676877259,10,3869
1676878159,10,3752
1676879059,11,3746
1676879959,11,3792
1676880859,10,3811
1676881759,10,4645
1676882659,11,3839
1676883559,11,3804
1676884459,13,3709
1676885359,13,3954
1676886259,13,3902
1676887159,16,3671
1676888059,15,3826
1676888959,16,3911
1676889859,19,3876
1676890759,19,3877
1676891659,20,3943
1676892559,18,4013
1676893459,19,3885
1676894359,21,3922
1676895259,22,3952
1676896159,20,3908
1676897059,23,3988
1676897959,22,4072
1676898859,23,4023
1676899759,21,4004
1676900659,24,3976
1676901559,22,4037
1676902459,23,4047
1676903359,23,3907
1676904259,22,3979
1676905159,21,3947
1676906059,18,3970
1676906959,15,4047
1676907859,16,4015
1676908759,15,3972
1676909659,14,3967
1676910559,13,3888
1676911459,12,4026
1676912359,12,3728
1676913259,12,3994
1676914159,11,4003
1676915059,11,3906
1676915959,11,4082
1676916859,10,3841
1676917759,10,3965
1676918659,10,4484
1676919559,11,3951
1676920459,11,3991
1676921359,10,4014
1676922259,10,4098
1676923159,10,4037
1676924059,10,4068
1676924959,10,3987
1676925859,11,3938
1676926759,10,3967
1676927659,11,4020
1676928559,10,4035
1676929459,10,3978
1676930359,11,3803
1676931259,10,3886
1676932159,10,4016
1676933059,11,4094
1676933959,10,3982
1676934859,10,3941
1676935759,11,4106
1676936659,10,4021
1676937559,11,3955
