If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1674692059,11,2817
1674692959,12,2819
1674693859,12,2824
1674694759,12,2824
1674695659,12,2815
1674696559,12,2825
1674697459,12,2822
1674698359,11,2823
1674699259,12,2828
1674700159,12,2824
1674701059,12,2820
1674701959,11,2820
1674702859,13,2817
1674703759,13,2820
1674704659,13,2824
1674705559,12,2860
1674706459,12,2820
1674707359,12,2826
1674708259,12,2823
1674709159,12,2822
1674710059,12,2823
1674710959,12,2826
1674711859,12,2823
1674712759,12,2821
1674713659,12,2829
1674714559,12,2831
1674715459,12,2823
1674716359,12,2824
1674717259,12,2825
1674718159,12,2822
1674719059,12,2822
1674719959,12,2818
1674720859,12,2830
1674721759,12,2826
1674722659,11,2821
1674723559,11,2825
1674724459,12,2870
1674725359,11,2818
1674726259,13,2823
1674727159,13,2819
1674728059,13,2822
1674728959,13,2824
1674729859,13,2829
1674730759,15,2821
1674731659,17,2822
1674732559,19,2832
1674733459,19,2823
1674734359,18,2827
1674735259,20,2826
1674736159,19,2825
1674737059,19,2825
1674737959,19,2822
1674738859,18,2821
1674739759,19,2825
1674740659,19,2822
1674741559,19,2825
1674742459,18,2822
1674743359,19,2823
1674744259,18,2823
1674745159,17,2831
1674746059,16,2821
1674746959,15,2829
1674747859,16,2823
1674748759,14,2825
1674749659,12,2832
1674750559,13,2822
1674751459,12,2815
1674752359,13,2829
1674753259,11,2825
1674754159,12,2819
1674755059,12,2826
1674755959,12,2826
1674756859,12,2827
1674757759,12,2828
1674758659,12,2821
1674759559,12,2825
1674760459,11,2820
1674761359,11,2825
1674762259,11,2825
1674763159,12,2825
1674764059,11,2824
1674764959,11,2820
1674765859,11,2827
1674766759,12,2832
1674767659,12,2821
1674768559,11,2828
1674769459,12,2830
1674770359,12,2821
1674771259,12,2820
1674772159,12,2823
1674773059,11,2831
1674773959,12,2826
1674774859,12,2819
1674775759,12,2820
1674776659,12,2823
1674777559,11,2823
