If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676333659,10,3656
1676334559,11,3615
1676335459,11,3566
1676336359,10,3601
1676337259,11,3711
1676338159,9,3597
1676339059,11,3720
1676339959,11,3723
1676340859,10,3590
1676341759,11,4098
1676342659,11,3750
1676343559,10,3689
1676344459,12,3682
1676345359,11,3723
1676346259,11,3811
1676347159,10,3794
1676348059,10,3771
1676348959,11,3746
1676349859,10,3946
1676350759,11,4055
1676351659,12,3990
1676352559,12,3803
1676353459,11,4346
1676354359,12,4165
1676355259,10,4200
1676356159,11,4226
1676357059,11,4221
1676357959,12,4160
1676358859,10,4094
1676359759,11,4272
1676360659,12,4273
1676361559,11,4193
1676362459,10,4247
1676363359,11,4200
1676364259,11,4256
1676365159,12,4376
1676366059,11,4237
1676366959,12,4187
1676367859,13,4401
1676368759,14,4333
1676369659,15,4380
1676370559,14,4352
1676371459,14,4388
1676372359,16,4411
1676373259,17,4439
1676374159,17,4437
1676375059,17,4458
1676375959,18,4484
1676376859,18,4426
1676377759,19,4743
1676378659,19,4343
1676379559,20,4327
1676380459,22,4371
1676381359,23,4298
1676382259,22,4436
1676383159,25,4492
1676384059,22,4430
1676384959,24,4523
1676385859,22,4512
1676386759,18,4446
1676387659,16,4378
1676388559,14,4291
1676389459,14,4452
1676390359,14,4482
1676391259,13,4387
1676392159,13,4346
1676393059,11,4388
1676393959,11,4521
1676394859,10,4516
1676395759,10,4415
1676396659,10,4531
1676397559,10,4408
1676398459,10,4315
1676399359,10,4268
1676400259,11,4275
1676401159,10,4233
1676402059,11,4225
1676402959,12,4351
1676403859,10,4210
1676404759,10,4217
1676405659,12,4270
1676406559,11,4179
1676407459,11,4214
1676408359,12,4247
1676409259,11,4221
1676410159,11,4327
1676411059,12,4319
1676411959,10,4184
1676412859,10,4209
1676413759,11,4327
1676414659,12,4173
1676415559,11,4318
1676416459,10,4329
1676417359,11,4290
1676418259,11,4267
1676419159,10,4462
