If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676592859,11,5003
1676593759,10,4994
1676594659,11,5012
1676595559,11,5000
1676596459,10,4907
1676597359,11,5026
1676598259,11,4999
1676599159,11,5090
1676600059,10,4998
1676600959,10,4932
1676601859,11,5016
1676602759,11,4803
1676603659,10,4979
1676604559,10,4999
1676605459,10,4929
1676606359,11,4986
1676607259,10,5004
1676608159,11,4987
1676609059,10,4852
1676609959,12,4805
1676610859,10,4809
1676611759,9,4900
1676612659,12,4922
1676613559,11,4982
1676614459,11,4800
1676615359,11,4890
1676616259,12,4972
1676617159,10,4925
1676618059,11,4878
1676618959,10,4960
1676619859,11,4827
1676620759,11,4907
1676621659,11,4888
1676622559,10,4872
1676623459,10,4879
1676624359,11,4948
1676625259,11,4992
1676626159,13,4930
1676627059,13,4836
1676627959,14,4971
1676628859,15,5001
1676629759,15,5014
1676630659,16,4980
1676631559,15,5137
1676632459,18,5093
1676633359,18,4971
1676634259,18,5079
1676635159,17,5003
1676636059,20,4940
1676636959,18,5119
1676637859,17,5030
1676638759,19,5047
1676639659,18,5110
1676640559,18,5009
1676641459,19,5088
1676642359,19,5127
1676643259,19,5158
1676644159,18,5278
1676645059,17,5121
1676645959,16,5195
1676646859,15,5198
1676647759,16,5208
1676648659,16,5051
1676649559,16,5113
1676650459,14,5128
1676651359,13,5065
1676652259,13,5124
1676653159,12,5073
1676654059,11,5108
1676654959,11,4957
1676655859,11,4940
1676656759,10,4968
1676657659,10,4866
1676658559,10,4954
1676659459,10,5025
1676660359,10,4912
1676661259,10,5096
1676662159,10,5038
1676663059,11,5007
1676663959,11,4980
1676664859,11,4956
1676665759,12,5102
1676666659,10,5092
1676667559,9,5109
1676668459,10,5092
1676669359,10,5065
1676670259,11,5086
1676671159,11,5078
1676672059,11,5180
1676672959,11,5111
1676673859,10,5042
1676674759,11,5075
1676675659,11,5126
1676676559,11,5055
1676677459,10,5135
1676678359,11,4876
