If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676420059,12,4209
1676420959,11,4594
1676421859,11,4228
1676422759,11,4472
1676423659,11,4240
1676424559,11,4397
1676425459,12,4326
1676426359,13,4349
1676427259,10,4413
1676428159,11,4552
1676429059,11,4567
1676429959,10,4283
1676430859,11,4533
1676431759,11,4442
1676432659,11,4580
1676433559,11,4568
1676434459,11,4301
1676435359,10,4512
1676436259,11,4498
1676437159,11,4705
1676438059,11,4520
1676438959,11,4634
1676439859,11,4323
1676440759,10,4425
1676441659,10,4398
1676442559,10,4493
1676443459,11,4379
1676444359,10,4390
1676445259,10,4510
1676446159,10,4457
1676447059,11,4473
1676447959,11,4369
1676448859,10,4409
1676449759,12,4303
1676450659,11,4153
1676451559,12,5067
1676452459,11,5369
1676453359,14,4272
1676454259,14,4499
1676455159,14,4596
1676456059,14,4394
1676456959,16,4451
1676457859,18,4682
1676458759,16,4542
1676459659,21,4680
1676460559,16,4594
1676461459,18,4575
1676462359,25,4674
1676463259,21,4803
1676464159,26,4584
1676465059,23,4864
1676465959,23,4659
1676466859,24,4870
1676467759,23,4678
1676468659,24,4699
1676469559,22,4517
1676470459,21,5032
1676471359,22,4458
1676472259,20,4473
1676473159,19,4543
1676474059,19,4344
1676474959,19,4616
1676475859,16,4708
1676476759,15,4706
1676477659,15,4456
1676478559,14,4548
1676479459,14,4693
1676480359,12,4631
1676481259,11,4691
1676482159,12,4619
1676483059,11,4673
1676483959,11,4637
1676484859,9,4536
1676485759,11,4570
1676486659,10,4547
1676487559,12,4603
1676488459,11,4607
1676489359,11,4584
1676490259,11,4667
1676491159,9,4562
1676492059,10,4681
1676492959,9,4717
1676493859,10,4545
1676494759,11,4612
1676495659,12,4611
1676496559,10,4649
1676497459,11,4556
1676498359,11,4493
1676499259,10,4509
1676500159,11,4496
1676501059,11,4732
1676501959,11,4691
1676502859,10,4540
1676503759,10,4674
1676504659,12,4747
1676505559,10,4630
