If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676938459,10,4128
1676939359,10,4147
1676940259,10,4184
1676941159,10,4146
1676942059,10,4166
1676942959,10,4016
1676943859,11,3999
1676944759,11,4051
1676945659,11,3981
1676946559,10,3941
1676947459,10,4020
1676948359,11,4014
1676949259,10,4021
1676950159,11,3993
1676951059,11,4100
1676951959,10,3908
1676952859,11,4009
1676953759,10,4073
1676954659,11,4003
1676955559,10,4021
1676956459,10,4067
1676957359,10,3915
1676958259,10,3891
1676959159,9,3758
1676960059,10,4033
1676960959,10,3796
1676961859,10,3764
1676962759,12,3710
1676963659,11,3647
1676964559,10,3660
1676965459,10,3668
1676966359,11,3729
1676967259,11,3761
1676968159,10,3693
1676969059,11,3771
1676969959,11,3715
1676970859,12,3723
1676971759,12,3749
1676972659,13,3740
1676973559,13,3778
1676974459,14,3850
1676975359,14,3889
1676976259,16,3727
1676977159,16,3792
1676978059,18,3789
1676978959,19,3623
1676979859,19,3766
1676980759,18,3698
1676981659,20,3719
1676982559,21,3770
1676983459,23,3758
1676984359,25,3858
1676985259,24,3800
1676986159,21,3745
1676987059,23,3744
1676987959,22,3771
1676988859,24,3805
1676989759,26,3828
1676990659,23,3759
1676991559,18,3792
1676992459,18,3717
1676993359,17,3781
1676994259,16,3751
1676995159,17,3758
1676996059,16,3677
1676996959,15,3780
1676997859,13,3775
1676998759,12,3767
1676999659,13,3828
1677000559,11,3781
1677001459,11,3751
1677002359,11,3776
1677003259,10,3745
1677004159,10,3774
1677005059,12,3840
1677005959,10,3618
1677006859,11,3815
1677007759,10,3787
1677008659,11,3817
1677009559,12,3811
1677010459,11,3882
1677011359,11,3819
1677012259,11,3838
1677013159,10,3865
1677014059,10,3810
1677014959,11,3765
1677015859,11,3835
1677016759,11,3890
1677017659,10,3857
1677018559,10,3786
1677019459,10,3874
1677020359,10,3830
1677021259,11,3831
1677022159,11,3774
1677023059,11,3815
1677023959,11,3753
