If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675037659,12,2834
1675038559,12,2829
1675039459,12,2851
1675040359,12,2850
1675041259,12,2837
1675042159,12,2834
1675043059,12,2831
1675043959,12,2832
1675044859,13,2827
1675045759,12,2829
1675046659,12,2829
1675047559,12,2831
1675048459,11,2837
1675049359,13,2836
1675050259,12,2823
1675051159,12,2828
1675052059,12,2825
1675052959,12,2845
1675053859,12,2832
1675054759,12,2831
1675055659,11,2830
1675056559,11,2833
1675057459,12,2831
1675058359,11,2830
1675059259,12,2828
1675060159,12,2839
1675061059,12,2835
1675061959,12,2855
1675062859,12,2834
1675063759,12,2833
1675064659,12,2832
1675065559,12,2828
1675066459,12,2864
1675067359,12,2842
1675068259,12,2834
1675069159,12,2846
1675070059,11,2830
1675070959,12,2839
1675071859,13,2832
1675072759,12,2832
1675073659,14,2846
1675074559,13,2831
1675075459,15,2833
1675076359,17,2828
1675077259,17,2842
1675078159,17,2834
1675079059,18,2833
1675079959,17,2848
1675080859,20,2843
1675081759,20,2827
1675082659,20,2844
1675083559,20,2836
1675084459,19,2824
1675085359,21,2837
1675086259,19,2834
1675087159,21,2852
1675088059,20,2834
1675088959,19,2830
1675089859,18,2840
1675090759,16,2832
1675091659,16,2844
1675092559,15,2822
1675093459,15,2864
1675094359,13,2852
1675095259,13,2850
1675096159,13,2841
1675097059,11,2858
1675097959,12,2847
1675098859,13,2852
1675099759,11,2830
1675100659,10,2832
1675101559,11,2853
1675102459,12,2841
1675103359,12,2844
1675104259,13,2848
1675105159,12,2820
1675106059,11,2832
1675106959,11,2834
1675107859,12,2837
1675108759,12,2827
1675109659,11,2861
1675110559,12,2833
1675111459,13,2858
1675112359,12,2833
1675113259,12,2830
1675114159,12,2838
1675115059,11,2836
1675115959,12,2859
1675116859,11,2838
1675117759,11,2836
1675118659,12,2838
1675119559,11,2855
1675120459,11,2838
1675121359,11,2840
1675122259,12,2850
1675123159,12,2839
