If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675469659,11,3011
1675470559,12,3104
1675471459,13,3058
1675472359,11,2940
1675473259,11,3158
1675474159,12,2951
1675475059,11,3007
1675475959,11,2980
1675476859,10,2990
1675477759,12,3096
1675478659,11,2994
1675479559,10,3013
1675480459,10,3069
1675481359,11,3057
1675482259,12,2966
1675483159,12,2999
1675484059,11,2987
1675484959,11,2933
1675485859,11,3074
1675486759,12,2927
1675487659,12,2952
1675488559,12,3046
1675489459,12,2964
1675490359,12,2940
1675491259,12,3018
1675492159,11,3055
1675493059,12,2923
1675493959,11,2982
1675494859,11,2973
1675495759,11,2965
1675496659,11,3012
1675497559,11,3021
1675498459,11,3019
1675499359,12,3140
1675500259,12,2966
1675501159,10,3054
1675502059,12,2963
1675502959,13,3108
1675503859,11,2961
1675504759,12,2941
1675505659,14,2954
1675506559,13,3161
1675507459,16,2956
1675508359,17,2966
1675509259,19,2959
1675510159,17,2982
1675511059,18,2963
1675511959,20,3030
1675512859,22,2961
1675513759,21,2955
1675514659,23,2961
1675515559,22,2963
1675516459,25,3064
1675517359,25,2979
1675518259,26,2965
1675519159,22,2956
1675520059,21,2956
1675520959,22,2957
1675521859,20,2964
1675522759,18,2964
1675523659,17,2995
1675524559,16,2962
1675525459,15,2957
1675526359,15,2994
1675527259,14,2981
1675528159,13,3073
1675529059,11,2966
1675529959,11,2970
1675530859,11,2982
1675531759,12,2972
1675532659,11,3025
1675533559,11,2983
1675534459,11,3055
1675535359,11,2912
1675536259,11,3162
1675537159,11,3015
1675538059,12,2970
1675538959,11,2956
1675539859,11,2951
1675540759,12,2933
1675541659,11,2932
1675542559,11,2943
1675543459,12,3086
1675544359,12,3022
1675545259,12,2979
1675546159,11,3018
1675547059,12,3012
1675547959,11,3020
1675548859,10,3030
1675549759,12,3270
1675550659,11,3024
1675551559,12,3054
1675552459,13,3082
1675553359,11,3110
1675554259,11,3085
1675555159,11,3042
