If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675124059,11,2877
1675124959,12,2850
1675125859,11,2840
1675126759,12,2840
1675127659,12,2846
1675128559,12,2842
1675129459,11,2827
1675130359,12,2862
1675131259,12,2844
1675132159,11,2842
1675133059,12,2844
1675133959,12,2825
1675134859,12,2830
1675135759,11,2840
1675136659,12,2832
1675137559,12,2834
1675138459,11,2837
1675139359,10,2836
1675140259,12,2865
1675141159,11,2828
1675142059,11,2838
1675142959,12,2830
1675143859,11,2857
1675144759,12,2839
1675145659,10,2828
1675146559,12,2842
1675147459,12,2854
1675148359,11,2848
1675149259,12,2834
1675150159,11,2829
1675151059,12,2838
1675151959,12,2842
1675152859,11,2838
1675153759,12,2844
1675154659,12,2836
1675155559,12,2845
1675156459,11,2837
1675157359,11,2843
1675158259,12,2839
1675159159,13,2854
1675160059,14,2842
1675160959,15,2837
1675161859,15,2841
1675162759,16,2848
1675163659,17,2848
1675164559,20,2833
1675165459,25,2842
1675166359,23,2861
1675167259,21,2831
1675168159,21,2846
1675169059,25,2849
1675169959,24,2861
1675170859,23,2851
1675171759,21,2860
1675172659,22,2850
1675173559,21,2822
1675174459,20,2834
1675175359,20,2852
1675176259,17,2835
1675177159,17,2825
1675178059,16,2837
1675178959,16,2836
1675179859,15,2837
1675180759,15,2852
1675181659,14,2831
1675182559,13,2839
1675183459,11,2831
1675184359,12,2835
1675185259,11,2830
1675186159,12,2847
1675187059,12,2834
1675187959,11,2841
1675188859,11,2845
1675189759,11,2883
1675190659,12,2829
1675191559,11,2856
1675192459,12,2831
1675193359,12,2844
1675194259,12,2838
1675195159,11,2847
1675196059,12,2844
1675196959,11,2842
1675197859,12,2844
1675198759,11,2848
1675199659,11,2845
1675200559,13,2830
1675201459,12,2841
1675202359,10,2837
1675203259,11,2837
1675204159,12,2855
1675205059,13,2829
1675205959,10,2848
1675206859,11,2848
1675207759,12,2824
1675208659,12,2872
1675209559,12,2845
