If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1677197659,10,4236
1677198559,11,4376
1677199459,11,4262
1677200359,9,4369
1677201259,11,4424
1677202159,11,4279
1677203059,10,4406
1677203959,11,4365
1677204859,11,4361
1677205759,10,4369
1677206659,10,4943
1677207559,11,4580
1677208459,10,4405
1677209359,11,4556
1677210259,10,4364
1677211159,11,4555
1677212059,10,4366
1677212959,10,4366
1677213859,10,4212
1677214759,10,4478
1677215659,11,4408
1677216559,10,4401
1677217459,10,4510
1677218359,10,4513
1677219259,10,4362
1677220159,11,4510
1677221059,10,4436
1677221959,11,4494
1677222859,10,4431
1677223759,10,4472
1677224659,11,4485
1677225559,10,4286
1677226459,10,4364
1677227359,10,4945
1677228259,11,4296
1677229159,11,4234
1677230059,12,4226
1677230959,12,4295
1677231859,13,4440
1677232759,13,4427
1677233659,14,4410
1677234559,14,4384
1677235459,14,4773
1677236359,16,4420
1677237259,14,4288
1677238159,15,4249
1677239059,15,4458
1677239959,16,4281
1677240859,22,4417
1677241759,20,4376
1677242659,20,4380
1677243559,22,4241
1677244459,21,4371
1677245359,23,4446
1677246259,24,4343
1677247159,28,4310
1677248059,19,4283
1677248959,22,4335
1677249859,17,4308
1677250759,21,4277
1677251659,20,4333
1677252559,20,4385
1677253459,19,4527
1677254359,19,4411
1677255259,17,4565
1677256159,14,4548
1677257059,15,4451
1677257959,13,4857
1677258859,13,4698
1677259759,11,4476
1677260659,11,4443
1677261559,10,4551
1677262459,10,4088
1677263359,10,4534
1677264259,11,4550
1677265159,11,4626
1677266059,11,4376
1677266959,11,4436
1677267859,10,4395
1677268759,11,4459
1677269659,11,4491
1677270559,10,4299
1677271459,11,4222
1677272359,10,4213
1677273259,11,4450
1677274159,11,4363
1677275059,11,4281
1677275959,11,4266
1677276859,10,4256
1677277759,11,4297
1677278659,10,4114
1677279559,11,4397
1677280459,10,4537
1677281359,9,4304
1677282259,10,4273
1677283159,10,4453
