If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675901659,11,3198
1675902559,10,3227
1675903459,12,3238
1675904359,11,3203
1675905259,10,3260
1675906159,11,3229
1675907059,11,3207
1675907959,12,3227
1675908859,11,3200
1675909759,10,3235
1675910659,10,3216
1675911559,11,3163
1675912459,11,3210
1675913359,11,3244
1675914259,12,3326
1675915159,12,3221
1675916059,11,3194
1675916959,11,3245
1675917859,10,3197
1675918759,10,3269
1675919659,10,3210
1675920559,10,3178
1675921459,10,3355
1675922359,11,3149
1675923259,12,3224
1675924159,11,3192
1675925059,12,3276
1675925959,12,3165
1675926859,11,3176
1675927759,11,3169
1675928659,12,3717
1675929559,10,3531
1675930459,11,3667
1675931359,12,4044
1675932259,11,3592
1675933159,11,4248
1675934059,12,3877
1675934959,12,3876
1675935859,12,4047
1675936759,13,4091
1675937659,14,3926
1675938559,15,3886
1675939459,15,3781
1675940359,17,3678
1675941259,20,3869
1675942159,19,4045
1675943059,20,3884
1675943959,20,3884
1675944859,21,3970
1675945759,22,3872
1675946659,22,4009
1675947559,22,4039
1675948459,22,3949
1675949359,24,3915
1675950259,21,3993
1675951159,23,3956
1675952059,22,4222
1675952959,20,4092
1675953859,20,3998
1675954759,19,4066
1675955659,18,4027
1675956559,16,4105
1675957459,16,4022
1675958359,16,4134
1675959259,14,4537
1675960159,14,4098
1675961059,11,4146
1675961959,12,4204
1675962859,11,4084
1675963759,11,4292
1675964659,10,4047
1675965559,11,3992
1675966459,12,4115
1675967359,12,4158
1675968259,11,4074
1675969159,12,3840
1675970059,10,4118
1675970959,10,4092
1675971859,12,4211
1675972759,11,4254
1675973659,12,4284
1675974559,12,4185
1675975459,10,4198
1675976359,12,3540
1675977259,11,3650
1675978159,13,3935
1675979059,11,3587
1675979959,11,3658
1675980859,11,3491
1675981759,10,3602
1675982659,10,3567
1675983559,11,3488
1675984459,10,3535
1675985359,11,3532
1675986259,11,3549
1675987159,11,3604
