If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675642459,12,3005
1675643359,11,3025
1675644259,10,3010
1675645159,12,3230
1675646059,11,3013
1675646959,12,3059
1675647859,11,3040
1675648759,11,3056
1675649659,12,3100
1675650559,11,3037
1675651459,11,3032
1675652359,11,3052
1675653259,12,3042
1675654159,11,3089
1675655059,12,3105
1675655959,12,3039
1675656859,12,3051
1675657759,11,3067
1675658659,12,3012
1675659559,11,3144
1675660459,12,3014
1675661359,10,2960
1675662259,11,3005
1675663159,11,3011
1675664059,11,3069
1675664959,11,3067
1675665859,9,3085
1675666759,11,3016
1675667659,11,3055
1675668559,13,3000
1675669459,10,3018
1675670359,11,2982
1675671259,13,3060
1675672159,12,3027
1675673059,11,3010
1675673959,12,3010
1675674859,11,3098
1675675759,13,3007
1675676659,13,3159
1675677559,14,3217
1675678459,15,3092
1675679359,15,3088
1675680259,16,3171
1675681159,16,3161
1675682059,21,3084
1675682959,24,3131
1675683859,21,3181
1675684759,28,3216
1675685659,26,3167
1675686559,28,3224
1675687459,33,3197
1675688359,34,3129
1675689259,30,3084
1675690159,23,3166
1675691059,21,3214
1675691959,23,3112
1675692859,22,3199
1675693759,21,3142
1675694659,20,3148
1675695559,20,3129
1675696459,18,3160
1675697359,18,3143
1675698259,17,3402
1675699159,16,3350
1675700059,15,3176
1675700959,13,3152
1675701859,12,3103
1675702759,12,3078
1675703659,11,3136
1675704559,11,3139
1675705459,12,3204
1675706359,11,3104
1675707259,11,3091
1675708159,11,3111
1675709059,11,3299
1675709959,12,3143
1675710859,12,3218
1675711759,11,3397
1675712659,11,3117
1675713559,9,3223
1675714459,12,3100
1675715359,10,3199
1675716259,12,3105
1675717159,12,3131
1675718059,12,3263
1675718959,12,3259
1675719859,12,3204
1675720759,11,3250
1675721659,11,3268
1675722559,11,3050
1675723459,12,3090
1675724359,10,3128
1675725259,10,3108
1675726159,10,3252
1675727059,12,3138
1675727959,10,3116
