If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1676765659,11,5002
1676766559,11,4929
1676767459,11,4925
1676768359,10,5155
1676769259,11,5011
1676770159,10,5112
1676771059,11,5060
1676771959,10,5093
1676772859,11,5015
1676773759,11,5033
1676774659,10,5073
1676775559,10,5124
1676776459,10,5163
1676777359,10,5166
1676778259,9,4913
1676779159,10,4553
1676780059,12,4515
1676780959,12,4525
1676781859,11,4429
1676782759,10,4542
1676783659,10,4335
1676784559,11,4445
1676785459,10,4517
1676786359,10,4561
1676787259,10,4522
1676788159,10,4560
1676789059,11,4470
1676789959,10,4515
1676790859,11,5034
1676791759,11,6157
1676792659,11,3737
1676793559,10,3723
1676794459,11,3796
1676795359,10,3839
1676796259,11,3798
1676797159,11,3842
1676798059,12,3879
1676798959,13,3757
1676799859,13,3750
1676800759,13,3758
1676801659,14,3744
1676802559,17,3688
1676803459,17,3761
1676804359,20,3662
1676805259,19,3753
1676806159,20,3813
1676807059,20,3887
1676807959,19,3932
1676808859,21,3865
1676809759,21,3737
1676810659,21,3802
1676811559,19,3927
1676812459,19,3860
1676813359,20,3771
1676814259,20,3944
1676815159,21,3884
1676816059,20,4007
1676816959,19,3924
1676817859,19,3812
1676818759,19,3829
1676819659,17,3782
1676820559,17,3707
1676821459,16,3767
1676822359,15,3620
1676823259,15,3775
1676824159,14,3690
1676825059,13,3586
1676825959,12,3721
1676826859,11,3697
1676827759,11,3922
1676828659,11,3780
1676829559,10,3839
1676830459,11,3781
1676831359,10,3795
1676832259,10,3824
1676833159,10,3591
1676834059,10,3845
1676834959,11,3958
1676835859,10,4004
1676836759,11,4043
1676837659,10,3839
1676838559,11,4022
1676839459,11,3938
1676840359,10,3848
1676841259,10,3778
1676842159,10,3855
1676843059,11,3858
1676843959,11,3943
1676844859,10,3912
1676845759,10,3718
1676846659,11,3795
1676847559,11,3880
1676848459,11,3806
1676849359,9,3852
1676850259,11,3896
1676851159,10,3722
