If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1677370459,10,4038
1677371359,10,4056
1677372259,10,4037
1677373159,10,4082
1677374059,11,4058
1677374959,11,4208
1677375859,9,4102
1677376759,11,4011
1677377659,11,4090
1677378559,10,4075
1677379459,10,4003
1677380359,11,4006
1677381259,10,4087
1677382159,11,3930
1677383059,10,3887
1677383959,10,4051
1677384859,11,4018
1677385759,10,4180
1677386659,10,4039
1677387559,10,4121
1677388459,11,3839
1677389359,10,4030
1677390259,10,4046
1677391159,10,4090
1677392059,12,3967
1677392959,10,4035
1677393859,10,4104
1677394759,10,4011
1677395659,11,4110
1677396559,11,4177
1677397459,10,4108
1677398359,11,4079
1677399259,10,4062
1677400159,11,4017
1677401059,11,4145
1677401959,13,4128
1677402859,13,4111
1677403759,12,4020
1677404659,13,4106
1677405559,14,4143
1677406459,15,4093
1677407359,16,4152
1677408259,16,4145
1677409159,18,4128
1677410059,17,3981
1677410959,18,4071
1677411859,18,4089
1677412759,19,3966
1677413659,19,4086
1677414559,21,4126
1677415459,22,4125
1677416359,27,4057
1677417259,24,4039
1677418159,23,4053
1677419059,23,4094
1677419959,23,4132
1677420859,22,4088
1677421759,22,4051
1677422659,21,4045
1677423559,22,4121
1677424459,20,4273
1677425359,19,4199
1677426259,17,4106
1677427159,16,4153
1677428059,15,3947
1677428959,14,4137
1677429859,14,4124
1677430759,13,4107
1677431659,12,4107
1677432559,12,4046
1677433459,11,4071
1677434359,10,4115
1677435259,11,4019
1677436159,10,4076
1677437059,11,4026
1677437959,10,4086
1677438859,10,4077
1677439759,11,3793
1677440659,10,3795
1677441559,10,3826
1677442459,11,3751
1677443359,10,3773
1677444259,11,3781
1677445159,10,3760
1677446059,11,3787
1677446959,10,3782
1677447859,11,3806
1677448759,11,3770
1677449659,10,3791
1677450559,11,3749
1677451459,10,3782
1677452359,11,3788
1677453259,11,3755
1677454159,11,3827
1677455059,11,3795
1677455959,10,3791
