If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1674951259,12,2824
1674952159,12,2819
1674953059,12,2827
1674953959,12,2829
1674954859,12,2827
1674955759,12,2815
1674956659,11,2825
1674957559,13,2826
1674958459,12,2852
1674959359,11,2833
1674960259,12,2823
1674961159,11,2825
1674962059,13,2833
1674962959,12,2842
1674963859,12,2840
1674964759,12,2845
1674965659,11,2826
1674966559,12,2823
1674967459,11,2833
1674968359,11,2831
1674969259,12,2821
1674970159,11,2839
1674971059,11,2843
1674971959,11,2835
1674972859,12,2827
1674973759,12,2825
1674974659,12,2834
1674975559,11,2836
1674976459,12,2816
1674977359,11,2825
1674978259,12,2843
1674979159,12,2838
1674980059,12,2831
1674980959,12,2824
1674981859,11,2830
1674982759,12,2838
1674983659,11,2827
1674984559,13,2843
1674985459,13,2837
1674986359,13,2833
1674987259,14,2834
1674988159,13,2838
1674989059,14,2825
1674989959,17,2826
1674990859,18,2832
1674991759,20,2828
1674992659,21,2834
1674993559,22,2834
1674994459,22,2831
1674995359,23,2825
1674996259,21,2833
1674997159,23,2830
1674998059,25,2839
1674998959,25,2837
1674999859,25,2844
1675000759,25,2827
1675001659,23,2827
1675002559,23,2839
1675003459,22,2827
1675004359,20,2827
1675005259,18,2828
1675006159,17,2831
1675007059,15,2835
1675007959,15,2843
1675008859,13,2836
1675009759,12,2829
1675010659,12,2827
1675011559,12,2828
1675012459,12,2827
1675013359,11,2823
1675014259,11,2821
1675015159,12,2825
1675016059,12,2859
1675016959,11,2828
1675017859,11,2841
1675018759,13,2824
1675019659,12,2835
1675020559,12,2827
1675021459,12,2834
1675022359,11,2835
1675023259,11,2827
1675024159,10,2828
1675025059,12,2847
1675025959,11,2828
1675026859,11,2836
1675027759,11,2845
1675028659,12,2847
1675029559,12,2831
1675030459,12,2848
1675031359,12,2829
1675032259,11,2835
1675033159,12,2864
1675034059,11,2833
1675034959,12,2820
1675035859,12,2835
1675036759,12,2831
