If found, please contact tlang@live.unc.edu
Firmware updated: 2023/01/18
OpenOBS SN:120

time,ambient_light,scattered_light
1675815259,11,3104
1675816159,11,3187
1675817059,11,3243
1675817959,10,3161
1675818859,11,3071
1675819759,11,3100
1675820659,11,3092
1675821559,11,3150
1675822459,11,3166
1675823359,9,3112
1675824259,11,3108
1675825159,11,3105
1675826059,10,3084
1675826959,11,3237
1675827859,11,3168
1675828759,11,3114
1675829659,11,3076
1675830559,11,3132
1675831459,10,3215
1675832359,10,3129
1675833259,10,3135
1675834159,12,3183
1675835059,11,3476
1675835959,11,3217
1675836859,11,3149
1675837759,11,3101
1675838659,11,3110
1675839559,12,3148
1675840459,11,3128
1675841359,11,3153
1675842259,11,3142
1675843159,11,3152
1675844059,10,3105
1675844959,12,3112
1675845859,11,3124
1675846759,12,3417
1675847659,10,3172
1675848559,12,3288
1675849459,11,3208
1675850359,14,3134
1675851259,13,3158
1675852159,14,3157
1675853059,15,3150
1675853959,14,3171
1675854859,15,3228
1675855759,16,3142
1675856659,16,3247
1675857559,17,3147
1675858459,17,3184
1675859359,17,3165
1675860259,19,3227
1675861159,20,3204
1675862059,21,3235
1675862959,23,3360
1675863859,22,3271
1675864759,19,3233
1675865659,18,3208
1675866559,21,3220
1675867459,23,3303
1675868359,19,3189
1675869259,20,3214
1675870159,17,3284
1675871059,16,3273
1675871959,14,3210
1675872859,14,3216
1675873759,13,3189
1675874659,12,3195
1675875559,12,3227
1675876459,10,3278
1675877359,11,3413
1675878259,11,3185
1675879159,10,3159
1675880059,11,3190
1675880959,10,3217
1675881859,12,3256
1675882759,10,3228
1675883659,11,3213
1675884559,10,3214
1675885459,11,3340
1675886359,12,3194
1675887259,11,3240
1675888159,10,3203
1675889059,11,3212
1675889959,11,3302
1675890859,10,3285
1675891759,10,3212
1675892659,11,3220
1675893559,11,3239
1675894459,12,3193
1675895359,12,3292
1675896259,11,3290
1675897159,11,3162
1675898059,12,3362
1675898959,12,3215
1675899859,10,3230
1675900759,10,3258
