if found, contact efe@unc.edu
Firmware updated: 2022/05/15
OpenOBS SN:25

time,millis,R0,gain,temp
1658362997,4,173,0,10.50
1658362997,11,171,0,
1658362997,16,171,0,
1658362997,21,176,0,
1658362997,26,173,0,
1658362997,31,174,0,
1658362997,37,173,0,
1658362997,42,170,0,
1658362997,47,176,0,
1658362997,52,173,0,
1658362997,57,170,0,
1658362997,62,175,0,
1658362997,67,172,0,
1658362997,72,173,0,
1658362997,77,175,0,
1658362997,83,171,0,
1658362997,88,174,0,
1658362997,93,177,0,
1658362997,99,172,0,
1658362997,104,180,0,
1658362997,109,174,0,
1658362997,114,171,0,
1658362997,120,177,0,
1658362997,126,176,0,
1658362997,131,176,0,
1658362997,136,179,0,
1658362997,141,170,0,
1658362997,146,175,0,
1658362997,151,173,0,
1658362997,156,175,0,
1658362997,162,172,0,
1658362997,168,175,0,
1658362997,173,174,0,
1658362997,178,174,0,
1658362997,183,175,0,
1658362997,188,170,0,
1658362997,193,175,0,
1658362997,198,173,0,
1658362997,204,174,0,
1658362997,210,173,0,
1658362997,215,176,0,
1658362997,221,177,0,
1658362997,226,171,0,
1658362997,231,173,0,
1658362997,236,175,0,
1658362997,241,177,0,
1658362997,246,171,0,
1658362997,252,176,0,
1658362997,257,172,0,
1658362997,263,174,0,
1658362997,268,174,0,
1658362997,273,175,0,
1658362997,278,173,0,
1658362997,283,171,0,
1658362997,288,174,0,
1658362997,294,173,0,
1658362997,299,174,0,
1658362997,305,174,0,
1658362997,310,172,0,
1658362997,315,174,0,
1658362997,320,173,0,
1658362997,325,173,0,
1658362997,330,179,0,
1658362997,337,175,0,
1658362997,342,168,0,
1658362997,347,173,0,
1658362997,352,171,0,
1658362997,358,176,0,
1658362997,363,174,0,
1658362997,368,171,0,
1658362997,373,166,0,
1658362997,379,165,0,
1658362997,384,169,0,
1658362997,389,172,0,
1658362997,394,169,0,
1658362997,400,167,0,
1658362997,405,172,0,
1658362997,410,167,0,
1658362997,415,168,0,
1658362997,421,163,0,
1658362997,426,167,0,
1658362997,431,170,0,
1658362997,436,168,0,
1658362997,442,172,0,
1658362997,447,163,0,
1658362997,453,164,0,
1658362997,458,166,0,
1658362997,464,163,0,
1658362997,469,164,0,
1658362997,474,163,0,
1658362997,479,164,0,
1658362997,484,166,0,
1658362997,489,162,0,
1658362997,495,159,0,
1658362997,500,162,0,
1658362997,506,158,0,
1658362997,511,157,0,
1658362997,516,162,0,
1658362997,521,167,0,
1658362997,526,163,0,
1658362997,533,314,1,
1658362997,538,314,1,
1658362997,543,314,1,
1658362997,549,317,1,
1658362997,554,329,1,
1658362997,560,337,1,
1658362997,565,321,1,
1658362997,571,317,1,
1658362997,576,317,1,
1658362997,581,317,1,
1658362997,586,317,1,
1658362997,592,319,1,
1658362997,597,318,1,
1658362997,602,318,1,
1658362997,608,317,1,
1658362997,613,320,1,
1658362997,618,320,1,
1658362997,623,319,1,
1658362997,628,319,1,
1658362997,634,319,1,
1658362997,639,318,1,
1658362997,645,316,1,
1658362997,650,315,1,
1658362997,655,317,1,
1658362997,660,317,1,
1658362997,665,317,1,
1658362997,670,320,1,
1658362997,675,323,1,
1658362997,681,322,1,
1658362997,687,322,1,
1658362997,692,325,1,
1658362997,698,321,1,
1658362997,703,319,1,
1658362997,708,320,1,
1658362997,713,323,1,
1658362997,719,326,1,
1658362997,724,328,1,
1658362997,729,319,1,
1658362997,735,322,1,
1658362997,740,322,1,
1658362997,745,327,1,
1658362997,750,329,1,
1658362997,755,330,1,
1658362997,760,337,1,
1658362997,766,332,1,
1658362997,772,326,1,
1658362997,777,319,1,
1658362997,782,319,1,
1658362997,787,320,1,
1658362997,792,322,1,
1658362997,797,321,1,
1658362997,802,320,1,
1658362997,809,320,1,
1658362997,814,325,1,
1658362997,820,323,1,
1658362997,825,321,1,
1658362997,830,321,1,
1658362997,835,321,1,
1658362997,840,321,1,
1658362997,845,323,1,
1658362997,851,323,1,
1658362997,857,322,1,
1658362997,862,322,1,
1658362997,867,321,1,
1658362997,872,318,1,
1658362997,877,318,1,
1658362997,882,319,1,
1658362997,887,321,1,
1658362997,893,324,1,
1658362997,899,330,1,
1658362997,904,325,1,
1658362997,909,326,1,
1658362997,914,325,1,
1658362997,919,319,1,
1658362997,925,316,1,
1658362997,930,317,1,
1658362997,936,315,1,
1658362997,941,318,1,
1658362997,947,319,1,
1658362997,952,319,1,
1658362997,957,319,1,
1658362997,962,325,1,
1658362997,967,323,1,
1658362997,972,321,1,
1658362997,978,318,1,
1658362998,984,318,1,
1658362998,989,318,1,
1658362998,994,317,1,
1658362998,999,318,1,
1658362998,1004,316,1,
1658362998,1009,318,1,
1658362998,1015,317,1,
1658362998,1021,318,1,
1658362998,1026,321,1,
1658362998,1031,319,1,
