if found, contact efe@unc.edu
Firmware updated: 2022/05/15
OpenOBS SN:25

time,millis,R0,gain,temp
1655770775,6,38,0,10.75
1655770775,12,35,0,
1655770775,17,37,0,
1655770775,22,35,0,
1655770775,27,35,0,
1655770775,32,35,0,
1655770775,37,36,0,
1655770775,42,34,0,
1655770775,48,35,0,
1655770775,53,36,0,
1655770775,58,34,0,
1655770775,63,33,0,
1655770775,68,38,0,
1655770775,73,38,0,
1655770775,78,35,0,
1655770775,83,38,0,
1655770775,89,36,0,
1655770775,94,38,0,
1655770775,99,38,0,
1655770775,105,35,0,
1655770775,110,42,0,
1655770775,115,36,0,
1655770775,120,35,0,
1655770775,125,34,0,
1655770775,131,39,0,
1655770775,136,42,0,
1655770775,141,38,0,
1655770775,146,34,0,
1655770775,151,37,0,
1655770775,156,37,0,
1655770775,161,36,0,
1655770775,166,38,0,
1655770775,171,33,0,
1655770775,178,36,0,
1655770775,183,38,0,
1655770775,188,36,0,
1655770775,193,38,0,
1655770775,198,38,0,
1655770775,203,37,0,
1655770775,208,36,0,
1655770775,213,37,0,
1655770775,219,39,0,
1655770775,225,36,0,
1655770775,230,39,0,
1655770775,235,35,0,
1655770775,240,38,0,
1655770775,245,39,0,
1655770775,250,37,0,
1655770775,255,37,0,
1655770775,261,35,0,
1655770775,266,38,0,
1655770775,271,37,0,
1655770775,276,39,0,
1655770775,281,38,0,
1655770775,286,38,0,
1655770775,292,37,0,
1655770775,297,39,0,
1655770775,303,36,0,
1655770775,308,30,0,
1655770775,313,37,0,
1655770775,318,36,0,
1655770775,323,42,0,
1655770775,328,38,0,
1655770775,333,36,0,
1655770775,338,35,0,
1655770775,344,38,0,
1655770775,350,41,0,
1655770775,355,40,0,
1655770775,360,38,0,
1655770775,365,37,0,
1655770775,370,36,0,
1655770775,375,42,0,
1655770775,380,39,0,
1655770775,385,39,0,
1655770775,391,39,0,
1655770775,396,39,0,
1655770775,402,37,0,
1655770775,407,38,0,
1655770775,412,36,0,
1655770775,417,36,0,
1655770775,422,35,0,
1655770775,427,36,0,
1655770775,433,38,0,
1655770775,438,39,0,
1655770775,443,40,0,
1655770775,448,40,0,
1655770775,453,39,0,
1655770775,458,36,0,
1655770775,463,36,0,
1655770775,469,35,0,
1655770775,475,42,0,
1655770775,480,37,0,
1655770775,485,38,0,
1655770775,490,35,0,
1655770775,495,38,0,
1655770775,500,40,0,
1655770775,505,37,0,
1655770775,511,39,0,
1655770775,517,39,0,
1655770775,522,39,0,
1655770775,528,692,1,
1655770775,533,695,1,
1655770775,538,696,1,
1655770775,544,695,1,
1655770775,549,693,1,
1655770775,554,699,1,
1655770775,560,687,1,
1655770775,565,677,1,
1655770775,570,683,1,
1655770775,575,692,1,
1655770775,581,693,1,
1655770775,586,694,1,
1655770775,592,706,1,
1655770775,597,739,1,
1655770775,603,705,1,
1655770775,608,697,1,
1655770775,613,709,1,
1655770775,618,706,1,
1655770775,623,716,1,
1655770775,628,706,1,
1655770775,634,704,1,
1655770775,639,699,1,
1655770775,645,702,1,
1655770775,650,694,1,
1655770775,655,694,1,
1655770775,660,697,1,
1655770775,665,694,1,
1655770775,671,689,1,
1655770775,676,685,1,
1655770775,681,684,1,
1655770775,687,690,1,
1655770775,692,695,1,
1655770775,697,692,1,
1655770775,702,694,1,
1655770775,708,697,1,
1655770775,713,695,1,
1655770775,719,688,1,
1655770775,724,684,1,
1655770775,730,688,1,
1655770775,735,679,1,
1655770775,740,686,1,
1655770775,745,697,1,
1655770775,750,698,1,
1655770775,755,689,1,
1655770775,761,694,1,
1655770775,766,688,1,
1655770775,772,695,1,
1655770775,777,696,1,
1655770775,782,696,1,
1655770775,787,688,1,
1655770775,792,685,1,
1655770775,798,683,1,
1655770775,803,687,1,
1655770775,808,697,1,
1655770775,814,692,1,
1655770775,819,693,1,
1655770775,825,696,1,
1655770775,830,698,1,
1655770775,835,694,1,
1655770775,840,697,1,
1655770775,846,705,1,
1655770775,851,709,1,
1655770775,857,700,1,
1655770775,862,702,1,
1655770775,867,706,1,
1655770775,872,704,1,
1655770775,877,702,1,
1655770775,882,703,1,
1655770775,888,700,1,
1655770775,893,701,1,
1655770775,899,705,1,
1655770775,904,699,1,
1655770775,909,699,1,
1655770775,914,708,1,
1655770775,919,712,1,
1655770775,925,703,1,
1655770775,930,692,1,
1655770775,935,695,1,
1655770775,940,684,1,
1655770775,947,688,1,
1655770775,952,686,1,
1655770775,957,690,1,
1655770775,962,691,1,
1655770775,967,695,1,
1655770775,973,696,1,
1655770775,978,704,1,
1655770775,984,705,1,
1655770775,989,717,1,
1655770776,994,715,1,
1655770776,999,708,1,
1655770776,1004,706,1,
1655770776,1010,716,1,
1655770776,1015,699,1,
1655770776,1020,707,1,
1655770776,1025,696,1,
1655770776,1031,683,1,
1655770776,1037,693,1,
1655770776,1042,689,1,
1655770776,1047,690,1,
1655770776,1052,690,1,
1655770776,1060,686,1,
1655770776,1065,681,1,
1655770776,1071,685,1,
1655770776,1076,678,1,
1655770776,1081,677,1,
1655770776,1087,682,1,
1655770776,1092,683,1,
1655770776,1097,682,1,
1655770776,1102,679,1,
1655770776,1107,679,1,
1655770776,1114,679,1,
1655770776,1119,685,1,
1655770776,1124,691,1,
1655770776,1129,700,1,
1655770776,1134,708,1,
1655770776,1140,696,1,
1655770776,1145,686,1,
1655770776,1150,682,1,
1655770776,1156,689,1,
1655770776,1161,694,1,
1655770776,1167,692,1,
1655770776,1172,689,1,
1655770776,1178,693,1,
1655770776,1183,689,1,
1655770776,1188,687,1,
1655770776,1193,685,1,
1655770776,1199,683,1,
1655770776,1205,681,1,
1655770776,1210,680,1,
1655770776,1215,679,1,
1655770776,1220,687,1,
1655770776,1225,690,1,
1655770776,1231,686,1,
1655770776,1236,689,1,
1655770776,1242,701,1,
1655770776,1247,699,1,
1655770776,1252,691,1,
1655770776,1258,687,1,
1655770776,1263,687,1,
1655770776,1268,682,1,
1655770776,1273,684,1,
1655770776,1278,694,1,
1655770776,1285,690,1,
1655770776,1291,683,1,
